Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
0,0,,1,0,0,0,1.0,,0.0,,1,0.326722,4.962612,4.63589,2.8182,3.6359,0.8176999999999999,3.0787,3.3659000000000003,0.28720000000000034,aaa,aaa,1,,0,1,0,1,-70.0,,"[0.0623, 0.2066, 3.3659000000000003, 3.4615, 3.5646, 3.6647, 3.7709, 3.8779, 4.3053]","[0.08700000000000001, 0.2602, 3.3904, 3.4851, 3.5903, 3.6949, 3.8063, 3.92, 4.3127]","[4.0024000000000015, 4.1209, 4.1407]","[4.0478000000000005, 4.13, 4.1765]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM38,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod8,615,36001,615,1.6.2,615_stage_training_v3_20220801-125428,2022-08-01,12:54:37.539919,13:11:22.876803
1,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,4.981822,9.445412,4.463589999999999,2.8207,3.4636,0.6429,3.0797000000000003,3.1951,0.11539999999999973,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.3619, 0.4522000000000001, 0.4862, 1.1529, 1.2469, 1.2785, 3.8747, 4.3558, 4.3994]","[0.3701, 0.4587, 0.5128, 1.1592, 1.252, 1.3147, 3.8817, 4.3572000000000015, 4.4078]","[0.0378, 0.765, 0.9334, 0.9634, 3.1951, 3.2913, 3.3797, 3.4815, 3.5914, 3.7471, 3.9613, 4.0816]","[0.0854, 0.8164, 0.9478, 0.9947, 3.2306000000000004, 3.3226, 3.4208000000000003, 3.5274, 3.6417, 3.7607, 4.0115, 4.1421]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM38,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod8,615,36001,615,1.6.2,615_stage_training_v3_20220801-125428,2022-08-01,12:54:37.539919,13:11:22.876803
2,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,9.467522,13.949512,4.481990000000001,2.8182,3.482,0.6637999999999997,3.0787,3.212,0.1333000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.6941, 1.1963, 1.3114, 1.5155, 2.2838000000000003, 2.4041, 2.7813000000000003, 3.2119999999999997, 3.3236000000000003, 3.4133, 3.4214, 3.5217, 3.6404, 3.7521, 3.8691, 4.2958, 4.3153000000000015, 4.4069, 4.4294]","[0.7407, 1.2129, 1.3637, 1.5393, 2.3018, 2.4522, 2.7935000000000003, 3.2542, 3.3446, 3.4188, 3.4530000000000003, 3.5631000000000004, 3.6816, 3.7954, 3.9151, 4.3077000000000005, 4.3199000000000005, 4.4136000000000015, 4.4697000000000005]","[0.0046, 0.1458, 0.3, 0.4334, 0.8339000000000001, 0.8587, 0.9777, 1.6361, 1.7798, 1.9654, 2.5476, 3.9928, 4.1245]","[0.06810000000000001, 0.2033, 0.34750000000000003, 0.4827, 0.8435, 0.8983000000000001, 1.0471, 1.6869999999999998, 1.8462, 1.994, 2.6063, 4.0454, 4.1847]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM38,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod8,615,36001,615,1.6.2,615_stage_training_v3_20220801-125428,2022-08-01,12:54:37.539919,13:11:22.876803
3,1,0.0,0,0,0,1,0.0,1.0,0.0,1.0,1,13.975722,19.180412,5.204690000000001,2.8207,4.2047,1.0,3.0797000000000003,3.1952000000000003,0.11549999999999995,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.2422, 0.2604, 0.5342, 2.519, 2.6655, 2.7963, 3.1952000000000003, 3.3131000000000004]","[0.25680000000000003, 0.2642, 0.5847, 2.5333, 2.6961, 2.8499000000000003, 3.2227, 3.3783000000000003]","[0.0625, 2.1918, 2.3152, 2.9816000000000003]","[0.1267, 2.2373000000000003, 2.3766000000000003, 3.0499]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM38,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod8,615,36001,615,1.6.2,615_stage_training_v3_20220801-125428,2022-08-01,12:54:37.539919,13:11:22.876803
4,0,1.0,0,0,1,0,,0.0,,,0,19.204322,24.292512,5.088189999999997,2.8182,4.0882000000000005,1.0,3.0787,4.0787,1.0000000000000004,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[0.9424, 1.0396, 1.0647, 1.5956, 2.5348, 4.8462000000000005]","[0.9622, 1.056, 1.0951, 1.6431, 2.5375, 4.8595000000000015]","[0.3103, 0.4137, 0.5486, 0.6519, 0.7865000000000001, 0.7942, 1.1782, 1.3050000000000002, 1.4874, 1.7957, 1.9316, 2.0588, 2.1870000000000003, 2.362, 2.6214, 2.7938, 4.5044, 4.6281, 5.0169999999999995]","[0.3529, 0.4616, 0.5924, 0.7087, 0.7908000000000001, 0.8366, 1.2372, 1.364, 1.5128, 1.814, 1.9867, 2.1085000000000003, 2.2519, 2.3896, 2.6926, 2.8696, 4.5521, 4.6960000000000015, 5.064]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM38,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod8,615,36001,615,1.6.2,615_stage_training_v3_20220801-125428,2022-08-01,12:54:37.539919,13:11:22.876803
5,1,,1,0,0,0,1.0,,1.0,,1,24.310722,28.800912,4.490190000000002,2.8207,3.4902,0.6695000000000002,3.0797000000000003,3.2217,0.1419999999999999,iaa,iaa,1,,0,0,1,1,70.0,,"[0.3022, 2.3114, 4.0275, 4.1245, 4.1366000000000005]","[0.321, 2.3208, 4.048, 4.1255000000000015, 4.1672]","[0.0335, 0.0644, 2.1156, 2.3158000000000003, 3.2217, 3.3254, 3.4194, 3.5203, 3.6315, 3.7508, 3.8816, 4.2703, 4.3738]","[0.0455, 0.1163, 2.164, 2.3196000000000003, 3.2689000000000004, 3.3618, 3.4606000000000003, 3.5695, 3.6839, 3.8074, 3.9289, 4.3037, 4.4318]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM38,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod8,615,36001,615,1.6.2,615_stage_training_v3_20220801-125428,2022-08-01,12:54:37.539919,13:11:22.876803
6,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,28.820522,33.296112,4.47559,2.8182,3.4756,0.6574,3.0787,3.2056,0.1269,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.0631, 0.1562, 0.1889, 2.5439000000000003, 3.2056, 3.3163, 3.3185, 3.4048000000000003, 3.5095, 3.6208, 3.7317, 3.8675, 4.155, 4.2463000000000015, 4.4129000000000005]","[0.07640000000000001, 0.1604, 0.2144, 2.5715000000000003, 3.2452, 3.3167, 3.3374, 3.4431000000000003, 3.5503, 3.6588, 3.7736, 3.8997, 4.1610000000000005, 4.2952, 4.4466]","[0.0403, 0.31930000000000003, 2.2341, 2.3589, 3.9755, 4.1463]","[0.0102, 0.07780000000000001, 0.3908, 2.2799, 2.4233, 4.0272000000000014, 4.1636000000000015]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM38,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod8,615,36001,615,1.6.2,615_stage_training_v3_20220801-125428,2022-08-01,12:54:37.539919,13:11:22.876803
7,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,33.340322,37.790712,4.450389999999999,2.8207,3.4504,0.6297000000000001,3.0797000000000003,3.1819,0.10219999999999983,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[2.523, 2.6427, 3.9549]","[2.5451, 2.6990000000000003, 3.9939999999999998]","[2.0874, 2.1954, 2.3298, 2.8520000000000003, 3.1819, 3.2935000000000003, 3.3834, 3.4822, 3.5852000000000004, 3.6963, 3.8568, 4.0713, 4.1922000000000015, 4.32]","[2.1282, 2.2486, 2.3991, 2.8878, 3.2312000000000003, 3.325, 3.4249, 3.5237000000000003, 3.6293, 3.7471, 3.8686, 4.1232, 4.2437000000000005, 4.3779]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM38,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod8,615,36001,615,1.6.2,615_stage_training_v3_20220801-125428,2022-08-01,12:54:37.539919,13:11:22.876803
8,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,37.799522,42.224612,4.425089999999997,2.8182,3.4251,0.6069,3.0787,3.1551,0.07640000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.0171, 0.1219, 0.3058, 2.9695, 3.1551, 3.2631, 3.3728, 3.4665000000000004, 3.573, 3.6838, 3.8024, 3.952]","[0.0455, 0.1762, 0.3423, 2.9944, 3.1855, 3.2885, 3.3963, 3.5032, 3.6126, 3.7276, 3.8449, 3.9718]","[0.33530000000000004, 0.4295, 2.6599, 2.7834000000000003, 4.074, 4.1731]","[0.3425, 0.4884, 2.7063, 2.8425, 4.1041, 4.2272]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM38,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod8,615,36001,615,1.6.2,615_stage_training_v3_20220801-125428,2022-08-01,12:54:37.539919,13:11:22.876803
9,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,42.261422,46.722812,4.461389999999994,2.8207,3.4614000000000003,0.6407000000000003,3.0797000000000003,3.1929000000000003,0.11319999999999995,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.06330000000000001, 0.4077, 0.5591, 0.5655, 3.9925, 4.0819]","[0.0902, 0.4293, 0.5641, 0.5827, 4.0097000000000005, 4.1282000000000005]","[0.1937, 0.225, 3.0284, 3.1929000000000003, 3.1941, 3.2929, 3.3009, 3.3917, 3.4952, 3.6005000000000003, 3.7128, 3.8342, 4.2074, 4.3318]","[0.2047, 0.2629, 3.0758, 3.1931000000000003, 3.2341, 3.2971000000000004, 3.3336, 3.4337, 3.5386, 3.6496, 3.7645, 3.8905, 4.2626, 4.3989]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM38,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod8,615,36001,615,1.6.2,615_stage_training_v3_20220801-125428,2022-08-01,12:54:37.539919,13:11:22.876803
