Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
0,0,,0,0,1,0,,,,,0,0.337112,5.421514,5.084402,2.8182,4.0844000000000005,1.0,3.0749,4.0749,1.0000000000000004,aaa,aaa,1,,0,1,0,1,-70.0,,[4.7506],[4.8164],"[4.6107000000000005, 4.6863]","[4.6218, 4.7859]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,618,36002,618,1.6.2,618_stage_training_v3_20220801-200753,2022-08-01,20:08:02.451463,20:24:59.653220
1,1,,0,0,1,0,,,,,0,5.4353120000000015,10.523014,5.087701999999999,2.8207,4.0877,1.0,3.0782000000000003,4.0782,0.9999999999999996,iaa,iaa,1,,0,0,1,1,70.0,,"[0.1273, 4.7976]","[0.1891, 4.8585]","[0.0922, 0.335, 0.4064, 4.7348]","[0.1437, 0.35700000000000004, 0.4940000000000001, 4.8234]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,618,36002,618,1.6.2,618_stage_training_v3_20220801-200753,2022-08-01,20:08:02.451463,20:24:59.653220
2,0,,1,0,0,1,0.0,,0.0,,1,10.537612,15.065714000000002,4.5281020000000005,2.8182,3.5281,0.7098999999999998,3.0749,3.1981,0.1232000000000002,aaa,aaa,1,,0,1,0,1,-70.0,,"[0.6092000000000001, 3.2619, 3.4247, 3.5228, 3.6409, 3.7678, 4.0434, 4.3766, 4.5129]","[0.6486000000000001, 3.3615000000000004, 3.4575, 3.5658000000000003, 3.6857, 3.7973, 4.0766, 4.4030000000000005]","[0.1625, 0.3695, 0.7865000000000001, 0.8137000000000001, 3.1981, 3.6031, 3.8796, 3.9688, 4.3087, 4.4712000000000005]","[0.228, 0.4526, 0.8009999999999999, 0.8726, 3.5933, 3.6878, 3.9183, 4.0394000000000005, 4.3657]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,618,36002,618,1.6.2,618_stage_training_v3_20220801-200753,2022-08-01,20:08:02.451463,20:24:59.653220
3,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,15.080812,19.436214,4.355402,2.8207,3.3554000000000004,0.5347000000000004,3.0782000000000003,3.0884,0.010199999999999765,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.1249, 0.27040000000000003, 0.8129000000000001, 1.3611, 1.8286]","[0.0371, 0.1879, 0.31870000000000004, 0.8701000000000001, 1.4314, 1.8656]","[0.05860000000000001, 0.059, 0.26780000000000004, 0.7815000000000001, 1.0276, 1.1409, 1.1748, 1.2989000000000002, 1.3263, 1.7662, 1.9937, 2.0404, 3.0884, 3.4895, 3.583, 3.6911, 3.8077, 3.9422, 4.0782, 4.1945000000000014, 4.3387]","[0.0154, 0.0587, 0.166, 0.30060000000000003, 0.8248000000000001, 1.0428, 1.1686, 1.2151, 1.3076, 1.3927, 1.7919999999999998, 2.0148, 2.0667, 3.4331, 3.5258000000000003, 3.6267, 3.7393, 3.8616, 3.981, 4.0957, 4.251]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,618,36002,618,1.6.2,618_stage_training_v3_20220801-200753,2022-08-01,20:08:02.451463,20:24:59.653220
4,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,19.446812,23.978014,4.5312019999999995,2.8182,3.5312,0.7130000000000001,3.0749,3.1584000000000003,0.08350000000000035,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.3653, 3.265, 3.3851, 3.4738, 3.5769, 3.5848, 3.7052, 3.838, 4.2424, 4.3931]","[0.4012, 3.325, 3.4052, 3.5065, 3.5789999999999997, 3.6294, 3.7567, 3.8839, 4.3034, 4.4591]","[0.0134, 0.1333, 0.6199, 0.7769, 1.1572, 3.1584000000000003, 3.3271, 3.3468, 3.4497, 3.5973, 3.6802, 3.8046, 3.9806, 4.224, 4.3513]","[0.0386, 0.2007, 0.6897, 0.8525, 1.1986, 3.3092, 3.33, 3.401, 3.4669000000000003, 3.6212, 3.7572, 3.8804, 3.9941, 4.276, 4.407]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,618,36002,618,1.6.2,618_stage_training_v3_20220801-200753,2022-08-01,20:08:02.451463,20:24:59.653220
5,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,23.995712,28.343814,4.348101999999997,2.8207,3.3481,0.5274000000000001,3.0782000000000003,3.0811,0.002899999999999903,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[0.0279],[0.05880000000000001],"[0.3129, 0.3561, 3.0811, 3.4847, 3.5943, 3.7087, 3.8274, 3.9465, 4.0663, 4.1998000000000015, 4.3208]","[0.3264, 0.3831, 3.3459000000000003, 3.523, 3.6485, 3.7548, 3.8773, 3.9947, 4.1185, 4.2501]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,618,36002,618,1.6.2,618_stage_training_v3_20220801-200753,2022-08-01,20:08:02.451463,20:24:59.653220
6,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,28.357812,32.865214,4.507402000000003,2.8182,3.5074,0.6892,3.0749,3.1474,0.07250000000000023,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.4146, 0.9131, 1.0399, 3.2412, 3.3606000000000003, 3.4594, 3.5841000000000003, 3.7507, 3.9995]","[0.4449, 0.9199, 1.0841, 3.2996000000000003, 3.3976, 3.5137, 3.6368, 3.7608, 4.0301]","[0.0922, 0.225, 0.3794, 0.5573, 0.6789000000000001, 0.7064, 0.9915, 1.2225, 1.2433, 3.1474, 3.3096, 3.3218, 3.4796, 3.5572000000000004, 3.7151, 3.859, 4.3057, 4.3527000000000005, 4.4889]","[0.0221, 0.1504, 0.28700000000000003, 0.3839, 0.5766, 0.6845, 0.7616, 1.0196, 1.24, 1.2969000000000002, 3.2914000000000003, 3.3144, 3.3812, 3.502, 3.6285, 3.7206, 3.8777, 4.3159, 4.3903]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,618,36002,618,1.6.2,618_stage_training_v3_20220801-200753,2022-08-01,20:08:02.451463,20:24:59.653220
7,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,32.912712,37.262314,4.349602000000004,2.8207,3.3496,0.5289000000000001,3.0782000000000003,3.0826,0.00439999999999996,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[0.1391, 0.30510000000000004, 0.44799999999999995, 0.5314, 3.0826, 3.1562, 3.2064000000000004, 3.2075, 3.2259, 3.3964000000000003, 3.4205, 3.5089, 3.6291, 3.7522, 3.8797, 4.0209]","[0.0349, 0.2176, 0.3691, 0.4903, 0.542, 3.0895, 3.1986000000000003, 3.2067, 3.2232000000000003, 3.3399, 3.4069000000000003, 3.4450000000000003, 3.5695, 3.6859, 3.8064, 3.935, 4.0613]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,618,36002,618,1.6.2,618_stage_training_v3_20220801-200753,2022-08-01,20:08:02.451463,20:24:59.653220
8,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,37.274212,42.29381400000001,5.019601999999999,2.8182,4.0196000000000005,1.0,3.0749,3.6972,0.6223000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.7534, 3.8747, 4.4588, 4.607, 4.7602, 4.9166]","[3.8042, 3.915, 4.5265, 4.6798, 4.8202, 4.9728]","[3.6972, 3.8473, 3.8696, 3.8698, 4.1726, 4.2873, 4.4255, 4.5924000000000005]","[3.7891, 3.8573, 3.8697, 3.8719, 4.1856, 4.3511000000000015, 4.4758, 4.6272]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,618,36002,618,1.6.2,618_stage_training_v3_20220801-200753,2022-08-01,20:08:02.451463,20:24:59.653220
9,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,42.307512,46.83491400000001,4.527401999999995,2.8207,3.5274,0.7067000000000001,3.0782000000000003,3.2604,0.18219999999999992,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[3.2604, 3.3459000000000003, 3.5013, 3.5256000000000003, 3.6117, 3.7292, 3.8455, 3.9731, 4.1124, 4.2506, 4.5142000000000015]","[3.3044, 3.4452000000000003, 3.5024, 3.5468, 3.6659, 3.7777, 3.8985, 4.0257000000000005, 4.1687, 4.2969, 4.5274]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,618,36002,618,1.6.2,618_stage_training_v3_20220801-200753,2022-08-01,20:08:02.451463,20:24:59.653220
