Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
0,0,,0,0,1,0,,,,,0,0.344412,5.430214,5.085801999999998,2.8182,4.0858,1.0,3.0763000000000003,4.0763,0.9999999999999996,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,398,36010,398,1.6.2,398_stage_training_v3_20220801-114737,2022-08-01,11:47:46.525009,12:04:33.639988
1,1,,1,0,0,0,1.0,,1.0,,1,5.441112,9.955014,4.513902,2.8207,3.5139,0.6932,3.0788,3.2463,0.16749999999999998,iaa,iaa,1,,0,0,1,1,70.0,,[],[],"[3.2463, 3.3481, 3.4341000000000004, 3.5343, 3.6409, 3.7593, 3.8772, 4.2658000000000005, 4.3833]","[3.2814, 3.3632, 3.4557, 3.5618000000000003, 3.6736, 3.7892, 3.9076, 4.311, 4.4341]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,398,36010,398,1.6.2,398_stage_training_v3_20220801-114737,2022-08-01,11:47:46.525009,12:04:33.639988
2,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,9.968312,15.223014000000001,5.254702,2.8182,4.2547000000000015,1.0,3.0763000000000003,3.9871,0.9108,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.30710000000000004, 0.33340000000000003, 0.4702, 0.596, 1.4344, 3.9871, 4.0959, 4.2145, 4.3182, 4.4183, 4.5523]","[0.3153, 0.3578, 0.5074000000000001, 0.6459999999999999, 1.4625, 3.9988, 4.1132, 4.216, 4.3393000000000015, 4.4677, 4.599]","[0.7509, 0.7645000000000001, 0.8902, 1.0586, 2.5218000000000003, 4.8158, 4.953, 5.1166]","[0.0409, 0.7598, 0.7943, 0.9511, 1.1201, 2.5286, 4.8712, 5.0181, 5.1746]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,398,36010,398,1.6.2,398_stage_training_v3_20220801-114737,2022-08-01,11:47:46.525009,12:04:33.639988
3,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,15.235312,19.755414000000002,4.520101999999998,2.8207,3.5201,0.6993999999999998,3.0788,3.2525,0.17369999999999974,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.2229, 4.3591000000000015, 4.4027]","[0.2436, 4.3627, 4.4359]","[0.3608, 0.3737, 0.5416000000000001, 3.2525, 3.3598000000000003, 3.4536, 3.5647, 3.6826, 3.7949, 3.9176, 4.0519]","[0.3662, 0.4325, 0.6256, 3.2917, 3.3837, 3.4887, 3.5997000000000003, 3.718, 3.84, 3.9661, 4.0995]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,398,36010,398,1.6.2,398_stage_training_v3_20220801-114737,2022-08-01,11:47:46.525009,12:04:33.639988
4,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,19.767812,24.359114,4.5913020000000015,2.8182,3.5913000000000004,0.7731000000000003,3.0763000000000003,3.3237,0.24739999999999984,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.3237, 3.4168000000000003, 3.522, 3.6346, 3.7307, 3.7455, 3.8558, 3.8758]","[3.3337000000000003, 3.4311000000000003, 3.5386, 3.6536, 3.7335, 3.7752, 3.8586, 3.907]","[0.0058000000000000005, 0.043, 0.1582, 4.0301, 4.1263000000000005, 4.2698]","[0.0239, 0.0721, 0.2305, 4.0423, 4.1897, 4.335]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,398,36010,398,1.6.2,398_stage_training_v3_20220801-114737,2022-08-01,11:47:46.525009,12:04:33.639988
5,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,24.370511999999998,28.736214,4.365701999999999,2.8207,3.3657000000000004,0.5450000000000004,3.0788,3.0981,0.01929999999999988,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.048, 0.0791]","[0.0565, 0.1176]","[3.0981, 3.2061, 3.3214, 3.4156, 3.5332000000000003, 3.6569, 3.7889, 3.9398]","[3.1140000000000003, 3.2349, 3.3451, 3.4619999999999997, 3.5829, 3.7085, 3.8386, 3.9806]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,398,36010,398,1.6.2,398_stage_training_v3_20220801-114737,2022-08-01,11:47:46.525009,12:04:33.639988
6,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,28.748412,33.190314,4.4419020000000025,2.8182,3.4419,0.6236999999999999,3.0763000000000003,3.1743,0.09799999999999986,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.1743, 3.1869, 3.4119, 3.5196, 3.6358, 3.7638, 3.8938]","[3.1787, 3.2247000000000003, 3.4219000000000004, 3.5340000000000003, 3.6595, 3.7907, 3.9242]","[4.048, 4.1367]","[4.0578, 4.1905]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,398,36010,398,1.6.2,398_stage_training_v3_20220801-114737,2022-08-01,11:47:46.525009,12:04:33.639988
7,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,33.239612,37.753614,4.514001999999998,2.8207,3.514,0.6932999999999998,3.0788,3.2464,0.16759999999999975,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.0692, 0.17070000000000002, 0.2056, 4.2933, 4.4127, 4.4446]","[0.07680000000000001, 0.1917, 0.2361, 4.3114, 4.4323000000000015, 4.48]","[0.3954, 0.4928, 0.5235000000000001, 3.2464, 3.3717, 3.4672, 3.5768, 3.6951, 3.8201, 3.9568]","[0.4118, 0.5192, 0.5728, 3.2925, 3.3968000000000003, 3.5072, 3.6231, 3.7454, 3.8755, 4.0112000000000005]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,398,36010,398,1.6.2,398_stage_training_v3_20220801-114737,2022-08-01,11:47:46.525009,12:04:33.639988
8,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,37.766312,42.359614,4.593302000000001,2.8182,3.5933,0.7751000000000001,3.0763000000000003,3.3257000000000003,0.2494000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.3257000000000003, 3.4492000000000003, 3.5796, 3.6925]","[3.3361, 3.4692000000000003, 3.608, 3.745]","[2.7454, 2.8907000000000003, 2.93]","[2.8028, 2.8979, 2.9815]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,398,36010,398,1.6.2,398_stage_training_v3_20220801-114737,2022-08-01,11:47:46.525009,12:04:33.639988
9,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,42.371212,46.879414000000004,4.508201999999997,2.8207,3.5082,0.6875,3.0788,3.2406,0.16179999999999994,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[4.5025],[4.5026],"[3.2406, 3.3814, 3.4850000000000003, 3.5967, 3.7028, 3.8139, 3.9331, 4.0578, 4.2043]","[3.2996000000000003, 3.4053, 3.5123, 3.6236, 3.7387, 3.8546, 3.9794, 4.1086, 4.2471000000000005]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,398,36010,398,1.6.2,398_stage_training_v3_20220801-114737,2022-08-01,11:47:46.525009,12:04:33.639988
