Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Wait,TrialLag,K,RewardSize,Drug,Nstates,ObservedDimensions,Ncategories,InputDimensions,Weights,TransMat,State,StateLabel,Remap,LogLikelihood,p0,p1
1,1,,0,1,0,0,0.0,,0.0,,1,306.270711,313.678114,7.407402999999987,2.8206,4.4073,1.5867,3.8301,4.4072000000000005,0.5771000000000002,iaa,iaa,1,,0,0,1,1,70.0,,[4.4072000000000005],[4.4436],[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240416-123307,2024-04-16,12:33:19.359170,13:35:59.219908,5.0,,,,,2,1,2,3,[ 0.56618366  0.28354057  0.93848938  1.91991265  0.13984148 -0.04956055],[0.99631614 0.00368386 0.003639   0.996361  ],0,Disengaged,"[1, 0]",-13180.965359870603,0.9999999999984652,1.517111757412936e-12
2,1,0.0,0,1,0,0,0.0,0.0,0.0,1.0,1,313.715211,320.967314,7.252102999999978,2.8206,4.252,1.4313999999999996,3.8301,4.2519,0.4217999999999997,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.2519, 4.6190000000000015]","[4.2970000000000015, 4.6792]",[4.4431],[4.4885],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240416-123307,2024-04-16,12:33:19.359170,13:35:59.219908,5.0,,,,,2,1,2,3,[ 0.56618366  0.28354057  0.93848938  1.91991265  0.13984148 -0.04956055],[0.99631614 0.00368386 0.003639   0.996361  ],0,Disengaged,"[1, 0]",-13180.965359870603,0.9999885638095758,1.1436190444375109e-05
3,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,320.97831099999996,326.119715,5.141403999999966,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1342,0.3065999999999995,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1342, 4.2673000000000005, 4.4062, 4.5312, 4.6764]","[4.1845, 4.315, 4.447, 4.5797, 4.7176]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240416-123307,2024-04-16,12:33:19.359170,13:35:59.219908,5.0,,,,,2,1,2,3,[ 0.56618366  0.28354057  0.93848938  1.91991265  0.13984148 -0.04956055],[0.99631614 0.00368386 0.003639   0.996361  ],0,Disengaged,"[1, 0]",-13180.965359870603,0.9999665985669498,3.340143303546841e-05
4,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,326.12891099999996,333.248315,7.1194039999999745,2.8206,4.1193,1.2986999999999995,3.8301,4.1192,0.2890999999999999,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.1192, 4.2936000000000005, 4.4215, 4.5695000000000014, 4.7301]","[4.1611, 4.3179, 4.4831, 4.6263000000000005, 4.7705]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240416-123307,2024-04-16,12:33:19.359170,13:35:59.219908,5.0,,,,,2,1,2,3,[ 0.56618366  0.28354057  0.93848938  1.91991265  0.13984148 -0.04956055],[0.99631614 0.00368386 0.003639   0.996361  ],0,Disengaged,"[1, 0]",-13180.965359870603,0.9999796218460116,2.037815398975429e-05
5,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,333.257611,338.383214,5.125603000000012,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1184,0.2907999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1184, 4.2408, 4.3819, 4.5167, 4.6631, 4.9504, 5.1149]","[4.1705000000000005, 4.2936000000000005, 4.4303, 4.5676000000000005, 4.7098, 4.9906000000000015]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240416-123307,2024-04-16,12:33:19.359170,13:35:59.219908,5.0,,,,,2,1,2,3,[ 0.56618366  0.28354057  0.93848938  1.91991265  0.13984148 -0.04956055],[0.99631614 0.00368386 0.003639   0.996361  ],0,Disengaged,"[1, 0]",-13180.965359870603,0.9999667316140292,3.3268385957349685e-05
6,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,338.392511,345.515414,7.122903000000008,2.8206,4.1228,1.3021999999999996,3.8301,4.1227,0.2925999999999997,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.1227, 4.2978000000000005, 4.4409]","[0.0229, 4.1727, 4.3389000000000015, 4.5146000000000015]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240416-123307,2024-04-16,12:33:19.359170,13:35:59.219908,5.0,,,,,2,1,2,3,[ 0.56618366  0.28354057  0.93848938  1.91991265  0.13984148 -0.04956055],[0.99631614 0.00368386 0.003639   0.996361  ],0,Disengaged,"[1, 0]",-13180.965359870603,0.999986179658213,1.3820341812381059e-05
7,1,0.0,0,1,0,0,0.0,0.0,0.0,1.0,1,345.52471099999997,352.669514,7.144802999999968,2.8206,4.1447,1.3241,3.8301,4.1446000000000005,0.3145000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.1446000000000005, 4.32, 4.8667]","[4.205, 4.3807, 4.9336]",[4.6654],[4.7148],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240416-123307,2024-04-16,12:33:19.359170,13:35:59.219908,5.0,,,,,2,1,2,3,[ 0.56618366  0.28354057  0.93848938  1.91991265  0.13984148 -0.04956055],[0.99631614 0.00368386 0.003639   0.996361  ],0,Disengaged,"[1, 0]",-13180.965359870603,0.9999849447861913,1.5055213805632855e-05
8,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,352.680711,357.815915,5.135204000000044,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.128,0.3003999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.128, 4.2491, 4.3919000000000015, 4.5384, 4.6806, 4.8374000000000015]","[4.1772, 4.3076, 4.4434000000000005, 4.586, 4.7357000000000005, 4.8862000000000005]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240416-123307,2024-04-16,12:33:19.359170,13:35:59.219908,5.0,,,,,2,1,2,3,[ 0.56618366  0.28354057  0.93848938  1.91991265  0.13984148 -0.04956055],[0.99631614 0.00368386 0.003639   0.996361  ],0,Disengaged,"[1, 0]",-13180.965359870603,0.9999586942922729,4.1305707703610556e-05
9,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,357.825111,364.929714,7.104602999999997,2.8206,4.1045,1.2838999999999996,3.8301,4.1044,0.2742999999999997,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.1044, 4.2219, 4.4022000000000014, 4.5606, 4.7187, 4.9030000000000005]","[4.1456, 4.2768000000000015, 4.4207, 4.6055, 4.7872, 4.9501]",[4.542],[4.5489999999999995],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240416-123307,2024-04-16,12:33:19.359170,13:35:59.219908,5.0,,,,,2,1,2,3,[ 0.56618366  0.28354057  0.93848938  1.91991265  0.13984148 -0.04956055],[0.99631614 0.00368386 0.003639   0.996361  ],0,Disengaged,"[1, 0]",-13180.965359870603,0.999964316606018,3.5683393989049566e-05
10,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,364.939411,370.060715,5.121304000000009,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1141000000000005,0.2865000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1141000000000005, 4.2439, 4.3819, 4.5371000000000015, 4.6901]","[4.1625000000000005, 4.3006, 4.4396, 4.5864, 4.7348]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240416-123307,2024-04-16,12:33:19.359170,13:35:59.219908,5.0,,,,,2,1,2,3,[ 0.56618366  0.28354057  0.93848938  1.91991265  0.13984148 -0.04956055],[0.99631614 0.00368386 0.003639   0.996361  ],0,Disengaged,"[1, 0]",-13180.965359870603,0.9999157968602097,8.420313976416055e-05
