Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,StimDur,Delay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,AWTrials,BlockLen,Task,VarDelay
0,0,,1,0,0,0,1.0,,0.0,,1,0.342111,5.743014,5.400903,2.8181000000000003,4.4008,1.5827,3.8248,4.3846,0.5597999999999996,aaa,aaa,1,|no track found in load,1,1.0,0.0,1.0,-70.0,,"[0.8362, 0.9285, 1.4729, 3.4109000000000003, 3.4233, 3.4501, 3.4594, 4.3846, 4.3916, 4.3929]","[0.8234, 0.8542000000000001, 1.4272, 3.4065000000000003, 3.4176, 3.4294, 3.4527, 4.3842, 4.3848, 4.3919000000000015]",[1.1293],[1.2033],0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,801,36004,801,1.6.2,801_stage_training_v4_20230306-154348,2023-03-06,15:44:00.485258,16:00:15.537862,,,,
1,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,5.759511,16.978213,11.218702,2.8206,10.2186,7.398,3.828,4.0474000000000006,0.21940000000000026,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,-70.0,"[3.6011, 4.0474000000000006, 4.3507, 4.9078, 7.3252000000000015, 7.5779, 7.9587, 8.2019, 8.2707, 8.6342, 8.6384, 8.639000000000001, 8.6486, 8.6492, 8.6495, 8.6538, 8.654, 8.6835, 8.6842, 8.6849, 8.6853, 8.6864, 8.6867, 8.6879, 8.6881, 8.696200000000001, 8.7103, 8.8409, 8.8415, 8.841700000000003, 8.8453, 8.851700000000003, 8.8523, 8.853100000000003, 8.8545, 8.854700000000003, 8.8549, 8.8587, 8.8947, 8.9083, 8.912600000000003, 8.914200000000003, 8.9206, 8.921000000000003, 9.6225, 9.6304, 9.6329, 9.6337, 9.6347, 9.6362, 9.6364, 9.6429, 9.6435, 9.6497, 9.6539, 9.6554, 9.6797, 9.6803, 9.6812, 9.9144, 9.9162, 10.1142, 10.2696, 10.4397]","[0.0109, 4.0242, 4.3444, 4.9046, 4.9851, 7.5525, 7.9446, 8.132100000000001, 8.2485, 8.5502, 8.6381, 8.6385, 8.639100000000001, 8.6491, 8.6494, 8.6531, 8.6539, 8.6564, 8.6836, 8.684800000000001, 8.6852, 8.686200000000001, 8.6866, 8.6874, 8.687999999999999, 8.696100000000001, 8.6979, 8.7109, 8.8411, 8.8416, 8.8422, 8.8467, 8.8522, 8.8527, 8.8537, 8.8546, 8.854800000000003, 8.8559, 8.8946, 8.898100000000003, 8.9085, 8.9136, 8.9168, 8.9209, 8.9214, 9.6303, 9.6328, 9.633, 9.6345, 9.6357, 9.6363, 9.6427, 9.642999999999999, 9.6437, 9.6498, 9.6542, 9.6555, 9.6802, 9.6804, 9.6817, 9.9148, 10.0413, 10.2185, 10.4016]",[10.2017],[10.2124],0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,801,36004,801,1.6.2,801_stage_training_v4_20230306-154348,2023-03-06,15:44:00.485258,16:00:15.537862,,,,
2,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,17.00281,23.156313,6.1535030000000015,2.8181000000000003,5.1534,2.3353,3.8248,5.1372,1.3123999999999998,aaa,aaa,1,,0,1.0,0.0,1.0,-70.0,-70.0,"[3.6075, 5.1372, 5.3022, 5.3690000000000015, 5.4573, 5.7412]","[5.1034000000000015, 5.2863000000000016, 5.3411, 5.3992, 5.6659000000000015]",[],[],0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,801,36004,801,1.6.2,801_stage_training_v4_20230306-154348,2023-03-06,15:44:00.485258,16:00:15.537862,,,,
3,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,23.17491,29.006813,5.8319030000000005,2.8206,4.8318,2.0112,3.828,3.908,0.08000000000000007,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,-70.0,"[3.6081, 3.908, 4.0557, 4.1908, 4.7225, 4.8808, 4.8816000000000015, 4.9199, 4.9327000000000005, 5.0264000000000015]","[3.8978, 4.0146000000000015, 4.1443, 4.683, 4.8323, 4.8809000000000005, 4.9198, 4.92, 5.0006]",[4.8149000000000015],[4.8275000000000015],0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,801,36004,801,1.6.2,801_stage_training_v4_20230306-154348,2023-03-06,15:44:00.485258,16:00:15.537862,,,,
4,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,29.02321,34.394813,5.371603,2.8181000000000003,4.3715,1.5534,3.8248,4.3553000000000015,0.5305000000000004,aaa,aaa,1,,0,1.0,0.0,1.0,-70.0,-70.0,"[3.5945, 4.3553000000000015, 4.9709, 5.0428000000000015, 5.3208]","[4.3294000000000015, 4.9154, 5.0368, 5.3052]",[],[],0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,801,36004,801,1.6.2,801_stage_training_v4_20230306-154348,2023-03-06,15:44:00.485258,16:00:15.537862,,,,
5,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,34.41101,39.528513000000004,5.117502999999999,2.8206,4.1174,1.2967999999999995,3.828,4.1005,0.2725,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,-70.0,"[3.6008, 4.1825, 4.2441, 4.3122, 4.5941, 4.8745]","[4.1196, 4.2053, 4.287, 4.5328, 4.755]","[4.1005, 4.2664]","[4.1092, 4.2816]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,801,36004,801,1.6.2,801_stage_training_v4_20230306-154348,2023-03-06,15:44:00.485258,16:00:15.537862,,,,
6,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,39.544509999999995,45.122913,5.5784029999999944,2.8181000000000003,4.5783000000000005,1.7602000000000002,3.8248,4.5621,0.7372999999999998,aaa,aaa,1,,0,1.0,0.0,1.0,-70.0,-70.0,"[3.5941, 4.5621]","[0.0193, 4.5161]",[],[],0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,801,36004,801,1.6.2,801_stage_training_v4_20230306-154348,2023-03-06,15:44:00.485258,16:00:15.537862,,,,
7,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,45.14461,58.479513,13.334902999999995,2.8206,12.3348,9.5142,3.828,7.6404,3.8124,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,-70.0,"[3.5902000000000003, 7.6404, 7.9759, 8.0168, 8.164900000000001, 11.6185, 12.1883, 12.3785]","[7.6288, 7.975700000000002, 7.9763, 8.146700000000001, 11.6132, 12.1535, 12.3272]",[12.3179],[12.3201],0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,801,36004,801,1.6.2,801_stage_training_v4_20230306-154348,2023-03-06,15:44:00.485258,16:00:15.537862,,,,
8,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,58.503009999999996,63.884413,5.381402999999999,2.8181000000000003,4.3813,1.5632,3.8248,4.3651,0.5402999999999998,aaa,aaa,1,,0,1.0,0.0,1.0,-70.0,-70.0,"[3.6010000000000004, 4.3651, 4.4756, 4.8231, 5.0421000000000005]","[4.3107000000000015, 4.433, 4.8100000000000005, 5.0304]",[5.2321],[5.2492],0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,801,36004,801,1.6.2,801_stage_training_v4_20230306-154348,2023-03-06,15:44:00.485258,16:00:15.537862,,,,
9,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,63.90421,76.898413,12.994203000000004,2.8206,11.9941,9.1735,3.828,4.2629,0.43489999999999984,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,-70.0,"[3.6056, 4.2629, 4.3285, 4.4191, 11.3219, 11.33, 11.3304, 11.3306, 11.333, 11.8462, 12.0104, 12.2437, 12.4198]","[0.0301, 4.2378, 4.2959000000000005, 4.3918, 11.3217, 11.3225, 11.3303, 11.3305, 11.3326, 11.8159, 11.9996, 12.2143, 12.3947]","[11.9772, 12.3646]","[11.984000000000002, 12.3856]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,801,36004,801,1.6.2,801_stage_training_v4_20230306-154348,2023-03-06,15:44:00.485258,16:00:15.537862,,,,
