Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,State,StateLabel,p0,p1,p2,Weights
0,0,,1,0,0,,1.0,,0.0,,1,0.36841199999999996,8.025815,7.657402999999999,3.3181000000000003,3.6574,0.3392999999999997,3.5769,3.6391,0.0621999999999998,aaa,aaa,1,,0,1,0,1,-70.0,,"[3.5181, 3.6391, 3.8005, 3.8996, 3.9965, 4.1084000000000005, 4.2273000000000005, 4.34, 4.4569, 4.5765, 4.694, 4.8135]","[3.5631000000000004, 3.7056, 3.8138, 3.9257, 4.0374, 4.1479, 4.2679, 4.3786000000000005, 4.4998000000000005, 4.6158, 4.7375, 4.8545]",[],[],0.0088,0.0083,10,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220223-114351,2022-02-23,11:44:02.294267,13:10:02.197264,0,engaged,0.9800576398650749,0.019942359837430028,2.974876829933242e-10,[[ 4.66936365 -1.80116705]]
1,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,8.057012,16.801514,8.744502,3.3181000000000003,4.3276,1.0095,4.4864000000000015,4.7357000000000005,0.2492999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.7357000000000005, 4.863700000000001, 4.9714, 5.0666, 5.1799, 5.3249, 5.4204, 5.539000000000001, 5.645300000000001, 5.7712, 5.8872]","[4.7798, 4.8857, 4.9941, 5.1075, 5.219600000000001, 5.33, 5.4665, 5.5779000000000005, 5.6869000000000005, 5.8128, 5.9267]",[],[],0.0088,0.0083,10,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220223-114351,2022-02-23,11:44:02.294267,13:10:02.197264,0,engaged,0.9634361182638289,0.012159239777624587,0.024404641958547448,[[ 4.66936365 -1.80116705]]
2,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,16.827712,25.526014,8.698302000000002,3.3206,4.3301,1.0094999999999996,4.4884,4.69,0.2016,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[5.4901],[5.5125],"[4.69, 4.7846, 4.8825, 4.9713, 5.0622, 5.1597, 5.2596]","[4.716200000000001, 4.8244, 4.9152000000000005, 5.0046, 5.0944, 5.1957, 5.2923]",0.0088,0.0083,10,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220223-114351,2022-02-23,11:44:02.294267,13:10:02.197264,0,engaged,0.938938077613036,0.003326970076613062,0.05773495231035811,[[ 4.66936365 -1.80116705]]
3,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,25.547311999999998,34.236014000000004,8.688701999999996,3.3181000000000003,4.3276,1.0095,4.4864000000000015,4.6799,0.1934999999999993,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6799, 4.7967, 4.8746, 4.9812, 5.089300000000001, 5.2069, 5.3157000000000005, 5.4234, 5.536700000000001, 5.6589, 5.7746]","[4.731, 4.8127, 4.916300000000001, 5.023000000000001, 5.1298, 5.244000000000001, 5.3536, 5.470000000000001, 5.582800000000001, 5.702100000000001, 5.8174]",[],[],0.0088,0.0083,10,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220223-114351,2022-02-23,11:44:02.294267,13:10:02.197264,0,engaged,0.9424345714711866,0.002564436005424981,0.0550009925233855,[[ 4.66936365 -1.80116705]]
4,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,34.270812,42.910614,8.639802000000003,3.3206,4.3301,1.0094999999999996,4.4884,4.6315,0.1430999999999995,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6315, 4.7358, 4.8199000000000005, 4.9131, 5.0096, 5.1261]","[4.6688, 4.758100000000001, 4.8516, 4.9432, 5.048, 5.1599]",0.0088,0.0083,10,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220223-114351,2022-02-23,11:44:02.294267,13:10:02.197264,0,engaged,0.9168163652031943,0.0006756244053738601,0.08250801039142566,[[ 4.66936365 -1.80116705]]
5,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,42.932212,51.599714,8.667501999999999,3.3206,4.3301,1.0094999999999996,4.4884,4.6592,0.1707999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6592, 4.662, 4.7702, 4.8609, 4.9732, 5.0698, 5.162, 5.2685]","[4.6601, 4.6982, 4.7915, 4.8923000000000005, 5.0044, 5.0998, 5.192, 5.2984]",0.0088,0.0083,10,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220223-114351,2022-02-23,11:44:02.294267,13:10:02.197264,0,engaged,0.9193243932414894,0.0007469451609423792,0.07992866159757853,[[ 4.66936365 -1.80116705]]
6,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,51.613412,60.305714,8.692302000000005,3.3181000000000003,4.3276,1.0095,4.4864000000000015,4.6835,0.1970999999999998,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6835, 4.7862, 4.8841, 4.9869, 5.0933, 5.204400000000001, 5.314900000000001, 5.4234, 5.5364, 5.6799, 5.8056, 5.9314, 6.0364, 6.140700000000001, 6.253500000000001, 6.3757]","[4.735, 4.8274, 4.926200000000001, 5.0282, 5.1341, 5.2479000000000005, 5.3582, 5.4709, 5.5871, 5.7218, 5.8521, 5.9751, 6.075200000000001, 6.189, 6.3011, 6.4183]",[],[],0.0088,0.0083,10,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220223-114351,2022-02-23,11:44:02.294267,13:10:02.197264,0,engaged,0.9510175575357913,0.0032806280914549346,0.04570181437274607,[[ 4.66936365 -1.80116705]]
7,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,60.317412,68.976014,8.658602000000009,3.3181000000000003,4.3276,1.0095,4.4864000000000015,4.6498,0.1633999999999993,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6498, 4.7591, 4.8565000000000005, 4.9546, 5.0662, 5.173, 5.2812]","[4.6987000000000005, 4.8013, 4.8965000000000005, 4.9997, 5.1062, 5.2145, 5.3255]",[],[],0.0088,0.0083,10,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220223-114351,2022-02-23,11:44:02.294267,13:10:02.197264,0,engaged,0.9593358689612839,0.0041381469349348644,0.03652598410378002,[[ 4.66936365 -1.80116705]]
8,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,68.999612,77.683514,8.683902000000002,3.3181000000000003,4.3276,1.0095,4.4864000000000015,4.6751000000000005,0.1886999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6751000000000005, 4.7921000000000005, 4.8822, 4.9909, 5.1022, 5.223, 5.3439000000000005, 5.479, 5.5953, 5.7083, 5.8253, 5.942, 6.0608, 6.1911000000000005, 6.313400000000001, 6.4215]","[4.7177, 4.8173, 4.9241, 5.0324, 5.146, 5.2644, 5.3857, 5.5221, 5.6416, 5.7519, 5.870900000000001, 5.9827, 6.1074, 6.2297, 6.3452, 6.4641]",[],[],0.0088,0.0083,10,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220223-114351,2022-02-23,11:44:02.294267,13:10:02.197264,0,engaged,0.954061714522249,0.003984374772776419,0.04195391070498139,[[ 4.66936365 -1.80116705]]
9,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,77.709312,86.396614,8.687302000000003,3.3181000000000003,4.3276,1.0095,4.4864000000000015,4.6785000000000005,0.1920999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6785000000000005, 4.8037, 4.8856, 4.997, 5.109, 5.2363, 5.3509, 5.4598, 5.5920000000000005, 5.7118, 5.8211, 5.9389, 6.0605, 6.1844]","[4.7277000000000005, 4.8205, 4.9276, 5.037, 5.1507000000000005, 5.2727, 5.3881000000000006, 5.505, 5.6341, 5.7489, 5.865200000000001, 5.9817, 6.105700000000001, 6.233300000000001]",[],[],0.0088,0.0083,10,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220223-114351,2022-02-23,11:44:02.294267,13:10:02.197264,0,engaged,0.928870987906656,0.00290721358092985,0.06822179851241943,[[ 4.66936365 -1.80116705]]
