Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,State,StateLabel,p0,p1,p2,Weights
0,0,,1,0,0,,1.0,,0.0,,1,0.345911,8.092613,7.746702,3.3181000000000003,3.7467,0.4285999999999998,3.5764,3.7289,0.1525000000000003,aaa,aaa,1,,0,1,0,1,-70.0,,"[3.5163, 3.7289, 3.7992, 3.9095, 4.0326, 4.1511000000000005, 4.2639000000000005, 4.3685, 4.4828, 4.607200000000001, 4.7203, 4.8394, 4.9769000000000005, 5.1151, 5.2302, 5.3461, 5.4691, 5.6089]","[3.5885, 3.7922, 3.8187, 3.9483, 4.067, 4.1916, 4.3, 4.408, 4.5302, 4.6509, 4.7695, 4.8956, 5.0223, 5.1608, 5.2795000000000005, 5.399100000000001, 5.534000000000001, 5.6567]",[],[],0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,0,engaged,0.04558021222821878,0.9539887131076167,0.0004310746641545405,[[ 2.73483014 -0.44909646]]
1,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,8.103911,16.615914,8.512003,3.3181000000000003,4.3276,1.0095,4.4859,4.5037,0.0178000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.5037, 4.612, 4.704400000000001, 4.8159, 4.9309, 5.0436000000000005, 5.1684, 5.5823, 5.678100000000001, 5.798900000000001, 5.9265, 6.0754, 6.206300000000001, 6.3335, 6.4763, 6.5234000000000005]","[4.5448, 4.6309000000000005, 4.7391000000000005, 4.854900000000001, 4.9665, 5.0884, 5.2090000000000005, 5.5971, 5.7235000000000005, 5.8521, 5.9805, 6.126600000000001, 6.263, 6.3939, 6.5196000000000005, 6.5253000000000005]",[5.5785],[5.5917],0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,0,engaged,0.03922834798624403,0.9568519927068629,0.003919659306901229,[[ 2.73483014 -0.44909646]]
2,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,16.629912,27.301313,10.671401,3.3206,4.6714,1.3508,4.4884,4.6619,0.1734999999999997,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.6619, 5.0155, 5.1327, 5.2595, 5.4038, 5.5419, 5.6764, 5.8075, 5.9504, 8.657]","[4.7108, 5.0654, 5.1926000000000005, 5.3245000000000005, 5.4661, 5.6061000000000005, 5.7396, 5.8693, 6.0103, 8.7034]","[4.7897, 4.8982]","[4.8304, 4.9405]",0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,0,engaged,0.033474950174519846,0.9637041266460639,0.0028209231794262594,[[ 2.73483014 -0.44909646]]
3,1,0.0,0,1,0,,0.0,0.0,0.0,1.0,1,27.312410999999997,37.910013,10.597601999999998,3.3206,4.5976,1.2769999999999997,4.4884,4.5881,0.0996999999999994,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.5881, 5.1599]","[4.6101, 5.2108]","[4.705, 4.710500000000001, 4.8218000000000005, 4.9282, 5.0375000000000005, 5.2968, 5.4088]","[4.7055, 4.7413, 4.8586, 4.9683, 5.0763, 5.332, 5.4538]",0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,0,engaged,0.03253874809262522,0.9625499878887486,0.00491126401862196,[[ 2.73483014 -0.44909646]]
4,1,0.0,1,0,0,,1.0,0.0,1.0,0.0,1,37.923010999999995,46.571813,8.648801999999996,3.3206,4.3301,1.0094999999999996,4.4884,4.6405,0.1520999999999999,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6405, 4.7612000000000005, 4.8518, 4.9566, 5.0724, 5.1968000000000005, 5.3144, 5.4417, 5.580900000000001, 5.7075000000000005, 5.8373, 5.9745, 6.1203]","[4.6622, 4.78, 4.881, 4.9935, 5.113300000000001, 5.2401, 5.362, 5.4834000000000005, 5.6269, 5.7597000000000005, 5.887700000000001, 6.018400000000001, 6.1542]",0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,0,engaged,0.03342742211842639,0.944419655042811,0.022152922838759623,[[ 2.73483014 -0.44909646]]
5,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,46.583011,55.239413,8.656402,3.3181000000000003,4.3276,1.0095,4.4859,4.6481,0.1622000000000003,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6481, 4.7485, 4.8594, 4.970400000000001, 5.1022, 5.2476, 5.3884, 5.5392, 5.6785000000000005]","[4.6859, 4.7888, 4.904100000000001, 5.030200000000001, 5.162100000000001, 5.3059, 5.447900000000001, 5.5778, 5.708]",[],[],0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,0,engaged,0.03489845707561593,0.9542727959815771,0.010828746942800543,[[ 2.73483014 -0.44909646]]
6,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,55.250911,63.843313,8.592402,3.3181000000000003,4.3276,1.0095,4.4859,4.5841,0.0982000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.5841, 4.6850000000000005, 4.7799000000000005, 4.8875, 5.0155, 5.1464, 5.2823, 5.4169, 5.5407, 5.7146, 5.974200000000001, 6.1080000000000005]","[4.6185, 4.723800000000001, 4.8254, 4.9407000000000005, 5.0793, 5.2075000000000005, 5.3474, 5.4763, 5.5982, 5.718, 6.032900000000001, 6.1751000000000005]",[],[],0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,0,engaged,0.0355532388417115,0.9579338440323361,0.006512917125953979,[[ 2.73483014 -0.44909646]]
7,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,63.857611,74.458113,10.600502,3.3206,4.6005,1.2799,4.4884,4.591,0.1025999999999998,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[4.591],[4.6237],"[4.714700000000001, 4.8363000000000005, 4.9457, 5.0746, 5.2138, 5.3483, 5.4910000000000005, 5.628900000000001, 5.7803, 5.9364]","[4.7515, 4.8769, 4.9904, 5.1258, 5.2678, 5.4034, 5.5437, 5.6782, 5.8379, 5.984500000000001]",0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,0,engaged,0.035916295594725124,0.9598301524350976,0.004253551970190701,[[ 2.73483014 -0.44909646]]
8,1,0.0,0,1,0,,0.0,0.0,0.0,1.0,1,74.470011,85.092913,10.622901999999996,3.3206,4.6229000000000005,1.3023000000000002,4.4884,4.6134,0.125,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[4.6134],[4.6417],"[4.7287, 4.8368, 4.952, 5.0739, 5.2237, 5.3706000000000005, 5.5038, 5.6527, 5.7906, 5.9368, 6.066400000000001, 6.2090000000000005, 6.3456, 6.478800000000001, 6.6281, 6.791, 6.926200000000001, 7.066800000000001]","[4.7612000000000005, 4.877800000000001, 5.000500000000001, 5.1286000000000005, 5.2817, 5.4164, 5.555000000000001, 5.7057, 5.849600000000001, 5.9830000000000005, 6.1199, 6.2651, 6.4001, 6.536700000000001, 6.6874, 6.8289, 6.953200000000001, 7.1005]",0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,0,engaged,0.039210284573423765,0.950656698384158,0.01013301704240915,[[ 2.73483014 -0.44909646]]
9,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,85.106211,93.709413,8.603201999999996,3.3181000000000003,4.3276,1.0095,4.4859,4.5949,0.1089999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.5949, 4.7008, 4.8059, 4.9265, 5.0507, 5.1755, 5.2996, 5.4312000000000005, 5.5613, 5.7054, 5.8311, 5.9572, 6.097, 6.2311000000000005, 6.5581000000000005]","[4.6325, 4.7349000000000006, 4.8516, 4.9712000000000005, 5.0924000000000005, 5.2221, 5.3503, 5.4859, 5.618600000000001, 5.7664, 5.8870000000000005, 6.0167, 6.147200000000001, 6.2666, 6.5802000000000005]",[],[],0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,0,engaged,0.05903884601367338,0.9031553183438372,0.037805835642490626,[[ 2.73483014 -0.44909646]]
