Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,State,StateLabel,p0,p1,p2,Weights
0,0,,1,0,0,,1.0,,0.0,,1,0.311728,8.340218,8.02849,3.5233000000000003,4.0285,0.5051999999999999,3.7827,4.0096,0.2268999999999996,aaa,aaa,1,,0,1,0,1,-70.0,,"[2.8600000000000003, 2.9943, 4.0096, 4.127800000000001, 4.2305, 4.3474, 4.4576, 4.5637, 4.6894, 4.814900000000001, 4.9352, 5.060300000000001, 5.186100000000001, 5.2998, 5.4579]","[2.906, 3.0509, 4.0547, 4.1578, 4.2715000000000005, 4.3875, 4.4956000000000005, 4.6147, 4.7283, 4.855300000000001, 4.984100000000001, 5.1032, 5.224, 5.343500000000001, 5.4745]","[5.5907, 5.712000000000001, 5.829000000000001, 5.9689000000000005]","[5.617, 5.7546, 5.8841, 6.0263]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220214-104252,2022-02-14,10:43:03.408469,11:40:35.414821,2,right bias,0.686447968897801,0.2057231757057182,0.10782885539647753,[[4.89531316 3.78444078]]
1,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,8.353628,17.083718,8.730089999999999,3.3181000000000003,4.3276,1.0095,4.487,4.7207,0.2336999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.7207, 4.7256, 4.8227, 4.9302, 5.043200000000001, 5.1536, 5.2579, 5.371300000000001, 5.4863, 5.6258, 5.7518, 6.3786000000000005]","[4.7216000000000005, 4.7537, 4.8525, 4.9568, 5.0774, 5.1883, 5.295, 5.4107, 5.5275, 5.6656, 5.7992, 6.4314]","[6.004700000000001, 6.1128]","[6.0503, 6.160900000000001]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220214-104252,2022-02-14,10:43:03.408469,11:40:35.414821,2,right bias,0.7181853780489634,0.1558590352633767,0.12595558668765397,[[4.89531316 3.78444078]]
2,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,17.104428,25.816018,8.711590000000001,3.3181000000000003,4.3276,1.0095,4.487,4.7022,0.2152000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.7022, 4.7064, 4.808800000000001, 4.8113, 4.909, 5.0072, 5.1124, 5.2169, 5.3258, 5.4404]","[4.7026, 4.7211, 4.8100000000000005, 4.8308, 4.9303, 5.040500000000001, 5.147, 5.2497, 5.3605, 5.482]","[5.6989, 5.7972, 5.931500000000001]","[5.7317, 5.839, 5.946000000000001]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220214-104252,2022-02-14,10:43:03.408469,11:40:35.414821,2,right bias,0.7417717547832752,0.10510667468438675,0.15312157053234085,[[4.89531316 3.78444078]]
3,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,25.841428,34.467418,8.625990000000002,3.3206,4.3301,1.0094999999999996,4.4904,4.6157,0.1253000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6157, 4.7069, 4.8009, 4.9027, 5.002800000000001, 5.1027000000000005, 5.1954, 5.304, 5.4112, 5.5151, 5.6299, 5.7458, 5.865, 5.9994000000000005, 6.1321, 6.2644, 6.46, 6.464300000000001, 6.5488]","[4.6477, 4.7446, 4.8376, 4.9425, 5.0458, 5.1436, 5.2403, 5.3518, 5.455500000000001, 5.5631, 5.679, 5.798500000000001, 5.9188, 6.052700000000001, 6.194500000000001, 6.3245000000000005, 6.4622, 6.4725, 6.603000000000001]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220214-104252,2022-02-14,10:43:03.408469,11:40:35.414821,2,right bias,0.7612437818314307,0.0466234521144314,0.19213276605414176,[[4.89531316 3.78444078]]
4,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,34.474628,43.094218,8.619589999999995,3.3206,4.3301,1.0094999999999996,4.4904,4.6093,0.1189,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6093, 4.696400000000001, 4.7884, 4.8855, 4.9874, 5.1013, 5.216600000000001, 5.3262, 5.4504, 5.5811, 5.6877, 5.8049, 5.925000000000001, 6.191400000000001]","[4.6469000000000005, 4.7325, 4.8292, 4.927700000000001, 5.0353, 5.149, 5.2725, 5.3777, 5.5148, 5.627800000000001, 5.7397, 5.8574, 5.985, 6.258]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220214-104252,2022-02-14,10:43:03.408469,11:40:35.414821,2,right bias,0.7470789534359124,0.028164081536228354,0.22475696502786535,[[4.89531316 3.78444078]]
5,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,43.108128,51.730618,8.622489999999999,3.3206,4.3301,1.0094999999999996,4.4904,4.6122000000000005,0.1218000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6122000000000005, 4.7051, 4.794300000000001, 4.8907, 4.9918000000000005, 5.0972, 5.2115, 5.324400000000001, 5.4501, 5.559, 5.6748, 5.7925, 5.9045000000000005, 6.0338, 6.1658, 6.2934, 6.4062, 6.530600000000001]","[4.6498, 4.7375, 4.8285, 4.9325, 5.036300000000001, 5.1488000000000005, 5.258, 5.3740000000000006, 5.5003, 5.6075, 5.7259, 5.8375, 5.9575000000000005, 6.0861, 6.2189000000000005, 6.3399, 6.4577, 6.5825000000000005]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220214-104252,2022-02-14,10:43:03.408469,11:40:35.414821,2,right bias,0.7226907188604215,0.02512228721185839,0.25218699392772,[[4.89531316 3.78444078]]
6,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,51.738028,60.466818,8.728790000000004,3.3181000000000003,4.3276,1.0095,4.487,4.7194,0.2324000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7194, 4.7287, 4.8236, 4.9226, 5.0198, 5.1262, 5.2384, 5.3386000000000005, 5.4512]","[4.7201, 4.7468, 4.8491, 4.9462, 5.0549, 5.1638, 5.2708, 5.3772, 5.4903]","[5.697, 5.8093, 5.960100000000001]","[5.742, 5.8577, 5.9793]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220214-104252,2022-02-14,10:43:03.408469,11:40:35.414821,2,right bias,0.6910124944733713,0.03378315346141882,0.2752043520652115,[[4.89531316 3.78444078]]
7,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,60.474228000000004,69.116718,8.64249000000001,3.3206,4.3301,1.0094999999999996,4.4904,4.6322,0.1417999999999999,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6322, 4.726500000000001, 4.8175, 4.9236, 5.022, 5.1275, 5.2376000000000005, 5.3468, 5.4622, 5.5799, 5.7, 5.8136, 5.9303, 6.3074, 6.433400000000001]","[4.6738, 4.7572, 4.8537, 4.9619, 5.0616, 5.1741, 5.2877, 5.3979, 5.5147, 5.6268, 5.7396, 5.861000000000001, 5.979, 6.359500000000001, 6.4863]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220214-104252,2022-02-14,10:43:03.408469,11:40:35.414821,2,right bias,0.6681040801999681,0.02011762478845877,0.3117782950115791,[[4.89531316 3.78444078]]
8,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,69.12312800000001,77.756918,8.633790000000005,3.3206,4.3301,1.0094999999999996,4.4904,4.6235,0.1330999999999997,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6235, 4.7194, 4.8158, 4.9148000000000005, 5.0185, 5.13, 5.2399, 5.353400000000001, 5.4593, 5.5755, 5.6867, 5.9461]","[4.6622, 4.750900000000001, 4.8541, 4.954000000000001, 5.064, 5.1761, 5.2894000000000005, 5.4034, 5.5135000000000005, 5.6221000000000005, 5.7458, 6.0]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220214-104252,2022-02-14,10:43:03.408469,11:40:35.414821,2,right bias,0.6407353031970462,0.015240730139878571,0.34402396666307283,[[4.89531316 3.78444078]]
9,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,77.790028,86.481818,8.691789999999997,3.3206,4.3301,1.0094999999999996,4.4904,4.6815000000000015,0.1911000000000005,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.681500000000001, 4.7804, 4.8712, 4.9782, 5.0837, 5.187600000000001, 5.2941, 5.4137, 5.5258, 5.6458]","[4.7254000000000005, 4.8105, 4.9096, 5.0234000000000005, 5.126, 5.229, 5.3428, 5.4608, 5.5799, 5.7098]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220214-104252,2022-02-14,10:43:03.408469,11:40:35.414821,2,right bias,0.6141820336525236,0.013266305761000812,0.3725516605864715,[[4.89531316 3.78444078]]
