Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,State,StateLabel,p0,p1,p2,Weights
0,1,,1,0,0,,1.0,,1.0,,1,0.319828,8.078118,7.75829,3.3206,3.7583,0.4377,3.5809,3.7385,0.1575999999999999,iaa,iaa,1,,0,0,1,1,70.0,,"[0.011, 0.185, 3.5765]","[0.0687, 0.2455, 3.6582]","[0.6458, 0.8313, 3.7385, 3.8494, 3.9473, 4.0572, 4.1629000000000005, 4.2674, 4.385400000000001, 4.5027, 5.565300000000001]","[0.6802, 0.8652000000000001, 3.7809, 3.8761, 3.9813, 4.083, 4.184, 4.3023, 4.4214, 4.5248, 5.591200000000001]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220210-132911,2022-02-10,13:29:21.850746,14:30:27.460625,1,left bias,0.9778028954678125,0.021308040012256065,0.0008890645199308708,[[ 1.34774931 -1.64626177]]
1,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,8.104227999999999,16.787717999999998,8.683489999999999,3.3262,4.3357,1.0095,4.496,4.6732000000000005,0.1772,egq,egq,1,,0,1,1,2,0.0,0.0,[],[],"[4.6732000000000005, 4.778300000000001, 4.8733, 4.9834000000000005, 5.104, 5.2192, 5.3404, 5.594, 5.7304, 5.867900000000001]","[4.7071000000000005, 4.8006, 4.905600000000001, 5.0158000000000005, 5.1234, 5.2469, 5.3791, 5.6288, 5.7667, 5.8966]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220210-132911,2022-02-10,13:29:21.850746,14:30:27.460625,1,left bias,0.9897074857891393,0.009233687304514552,0.001058826906341221,[[ 1.34774931 -1.64626177]]
2,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,16.812328,25.453018,8.64069,3.3181000000000003,4.3276,1.0095,4.487,4.6313,0.1443000000000003,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6313, 4.7555000000000005, 4.8419, 4.9528, 5.0716, 5.1947, 5.3131, 5.427700000000001, 5.5406, 5.6668]","[4.6712, 4.7655, 4.8726, 4.9804, 5.1014, 5.2278, 5.3288, 5.4510000000000005, 5.574400000000001, 5.6986]",[],[],0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220210-132911,2022-02-10,13:29:21.850746,14:30:27.460625,1,left bias,0.9920931993555026,0.007505658416238948,0.00040114222825922587,[[ 1.34774931 -1.64626177]]
3,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,25.476228,34.146817999999996,8.670590000000004,3.3181000000000003,4.3276,1.0095,4.487,4.6612,0.1741999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6612, 4.6672, 4.6837, 4.6886, 4.7833000000000006, 4.8781, 4.9823, 5.092700000000001, 5.2133, 5.4495000000000005, 5.572, 5.705500000000001]","[4.6614, 4.6761, 4.6848, 4.6925, 4.7855, 4.9028, 5.011, 5.1253, 5.2338000000000005, 5.4813, 5.6067, 5.743600000000001]",[],[],0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220210-132911,2022-02-10,13:29:21.850746,14:30:27.460625,1,left bias,0.994648159270666,0.0050614508145463335,0.00029038991478291755,[[ 1.34774931 -1.64626177]]
4,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,34.171028,42.822618,8.651589999999999,3.3206,4.3301,1.0094999999999996,4.4904,4.6413,0.1509,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6413, 4.8457, 4.9534, 5.0585, 5.2846, 5.4021, 5.5299000000000005, 5.652900000000001]","[4.676200000000001, 4.8779, 4.980700000000001, 5.0892, 5.307, 5.4312000000000005, 5.5555, 5.6883]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220210-132911,2022-02-10,13:29:21.850746,14:30:27.460625,1,left bias,0.9973405002576997,0.0022403862098224346,0.000419113532480032,[[ 1.34774931 -1.64626177]]
5,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,42.844728,51.454718,8.609989999999996,3.3206,4.3301,1.0094999999999996,4.4904,4.5997,0.1093000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.5997, 4.700200000000001, 4.7996, 4.9135, 5.0255, 5.1562, 5.2696000000000005, 5.4001, 5.5137, 5.638800000000001, 5.7641, 5.9030000000000005, 6.031700000000001, 6.1943]","[4.6305000000000005, 4.7272, 4.8308, 4.9449000000000005, 5.0615000000000006, 5.1856, 5.2963000000000005, 5.4227, 5.5492, 5.6721, 5.8074, 5.9073, 6.066800000000001, 6.2069]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220210-132911,2022-02-10,13:29:21.850746,14:30:27.460625,1,left bias,0.9983210639557143,0.001231529337035513,0.0004474067072459938,[[ 1.34774931 -1.64626177]]
6,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,51.474128,60.179018000000006,8.704889999999999,3.3206,4.3301,1.0094999999999996,4.4904,4.6946,0.2042000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6946, 4.8045, 4.9087000000000005, 5.035200000000001, 5.1424, 5.2602, 5.3775, 5.5071]","[4.7274, 4.834700000000001, 4.9468000000000005, 5.0425, 5.1704, 5.2921000000000005, 5.418200000000001, 5.530600000000001]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220210-132911,2022-02-10,13:29:21.850746,14:30:27.460625,1,left bias,0.998615426498788,0.0009704972133192978,0.00041407628788645755,[[ 1.34774931 -1.64626177]]
7,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,60.212328,68.82611800000001,8.613789999999995,3.3181000000000003,4.3276,1.0095,4.487,4.6044,0.1173999999999999,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6044, 4.6084000000000005, 4.6168000000000005, 4.7113000000000005, 4.8082, 4.9142, 5.027200000000001, 5.1498, 5.389200000000001, 5.5166, 5.6511000000000005, 5.7693, 5.9089, 6.0388, 6.4385, 6.5734]","[4.6080000000000005, 4.615600000000001, 4.6234, 4.730700000000001, 4.8372, 4.9396, 5.0539000000000005, 5.1715, 5.4158, 5.5515, 5.663600000000001, 5.7902000000000005, 5.9138, 6.0425, 6.4507, 6.6025]",[],[],0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220210-132911,2022-02-10,13:29:21.850746,14:30:27.460625,1,left bias,0.9985110575775588,0.0011810249711940145,0.00030791745125033826,[[ 1.34774931 -1.64626177]]
8,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,68.890828,77.50251800000001,8.611689999999996,3.3206,4.3301,1.0094999999999996,4.4904,4.6014,0.1109999999999997,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6014, 4.6046000000000005, 4.6975, 4.7869, 4.8823, 4.9886, 5.098, 5.2126, 5.3334, 5.4509, 5.574, 5.699400000000001, 5.828600000000001]","[4.6024, 4.6061000000000005, 4.698300000000001, 4.8058000000000005, 4.9067, 5.0181, 5.1292, 5.2457, 5.3601, 5.4830000000000005, 5.6023000000000005, 5.7309, 5.8448]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220210-132911,2022-02-10,13:29:21.850746,14:30:27.460625,1,left bias,0.9988983927468779,0.0006898760453682273,0.0004117312077536169,[[ 1.34774931 -1.64626177]]
9,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,77.521928,86.303218,8.781289999999998,3.3206,4.3301,1.0094999999999996,4.4904,4.771,0.2805999999999997,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.771, 4.8643, 4.8658, 4.9583, 5.0657000000000005, 5.1744, 5.288600000000001, 5.5209, 5.640700000000001, 5.770300000000001, 6.0417000000000005]","[4.790500000000001, 4.8647, 4.8819, 4.9857000000000005, 5.0911, 5.1993, 5.312600000000001, 5.548, 5.6771, 5.8055, 6.0673]",0.0094,0.0103,20,1,0.5,2.0,0.5,4,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220210-132911,2022-02-10,13:29:21.850746,14:30:27.460625,1,left bias,0.9990068880142005,0.0005167892699137199,0.00047632271587945033,[[ 1.34774931 -1.64626177]]
