Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,State,StateLabel,p0,p1,p2,Weights
0,1,,1,0,0,,1.0,,1.0,,1,0.337032,8.134635000000001,7.797603,3.3206,3.7976,0.4769999999999998,3.5786,3.7801,0.2014999999999998,iaa,iaa,1,,0,0,1,1,70.0,,"[0.8942, 1.1661]","[0.936, 1.2121]","[3.7801, 3.8905, 3.9947, 4.115600000000001, 4.231, 4.3561000000000005, 4.4821]","[3.8082, 3.9141, 4.0307, 4.1539, 4.272, 4.3918, 4.5217]",0.0074,0.008,20,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220302-125047,2022-03-02,12:50:56.869847,13:07:59.111164,2,right bias,8.683376940824791e-16,1.0773414357437009e-21,1.0,[[0.64729305 0.1995623 ]]
1,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,8.150832000000001,16.828235,8.677403,3.3181000000000003,4.3276,1.0095,4.485,4.67,0.1849999999999996,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.67, 4.7694, 4.8573, 4.961, 5.0656, 5.1798, 5.681900000000001, 5.824]","[4.7047, 4.7925, 4.8929, 4.9942, 5.1018, 5.211600000000001, 5.7195, 5.8272]",[],[],0.0074,0.008,20,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220302-125047,2022-03-02,12:50:56.869847,13:07:59.111164,2,right bias,8.759812938612757e-16,1.512835830653085e-10,0.9999999998487183,[[0.64729305 0.1995623 ]]
2,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,16.842532000000002,25.556935,8.714402999999999,3.3206,4.3301,1.0094999999999996,4.4881,4.7064,0.2183000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.7064, 4.801, 4.903300000000001, 5.020300000000001, 5.1344]","[4.7174000000000005, 4.828600000000001, 4.9375, 5.060300000000001, 5.1807]",0.0074,0.008,20,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220302-125047,2022-03-02,12:50:56.869847,13:07:59.111164,2,right bias,1.5128095027393742e-10,5.728736926256808e-15,0.9999999998487112,[[0.64729305 0.1995623 ]]
3,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,25.586232,34.252734999999994,8.666503000000002,3.3181000000000003,4.3276,1.0095,4.485,4.6591000000000005,0.1741000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6591000000000005, 4.6601, 4.661300000000001, 4.7663, 4.8626000000000005, 4.968500000000001, 5.0811, 5.189, 5.3]","[4.659400000000001, 4.660200000000001, 4.6859, 4.789000000000001, 4.8962, 4.9999, 5.1123, 5.2206, 5.329000000000001]",[],[],0.0074,0.008,20,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220302-125047,2022-03-02,12:50:56.869847,13:07:59.111164,2,right bias,1.5073065580058735e-10,1.618199841035637e-10,0.9999999996874465,[[0.64729305 0.1995623 ]]
4,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,34.273032,42.989635,8.716603,3.3206,4.3301,1.0094999999999996,4.4881,4.7086000000000015,0.2205000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.708600000000001, 4.812, 4.9226, 5.0342, 5.1656, 5.2992, 5.4324, 5.5673, 5.730300000000001, 6.1191]","[4.7333, 4.8398, 4.9558, 5.0756000000000006, 5.2087, 5.3411, 5.4747, 5.6159, 5.7603, 6.1524]",0.0074,0.008,20,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220302-125047,2022-03-02,12:50:56.869847,13:07:59.111164,2,right bias,3.125487740245129e-10,2.9819108506347674e-15,0.9999999996874465,[[0.64729305 0.1995623 ]]
5,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,43.004632,51.753335,8.748702999999999,3.3206,4.3301,1.0094999999999996,4.4881,4.7407,0.2526000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.7407, 4.8343, 4.9519, 5.0613, 5.1761, 5.2941, 5.4156, 5.5517]","[4.7495, 4.8586, 4.9741, 5.0936, 5.2117, 5.3318, 5.4588, 5.5959]",0.0074,0.008,20,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220302-125047,2022-03-02,12:50:56.869847,13:07:59.111164,2,right bias,3.1255169441479595e-10,3.791498613849456e-15,0.9999999996874465,[[0.64729305 0.1995623 ]]
6,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,51.771932,60.462435,8.690503,3.3181000000000003,4.3276,1.0095,4.485,4.6831000000000005,0.1981000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6831000000000005, 4.7826, 4.8795, 4.9923, 5.0939000000000005, 5.1976]","[4.7165, 4.8125, 4.915, 5.0254, 5.125100000000001, 5.236000000000001]",[],[],0.0074,0.008,20,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220302-125047,2022-03-02,12:50:56.869847,13:07:59.111164,2,right bias,3.114108863237828e-10,2.753194188487107e-10,0.9999999994132693,[[0.64729305 0.1995623 ]]
7,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,60.495931999999996,69.209135,8.713203,3.3206,4.3301,1.0094999999999996,4.4881,4.7052000000000005,0.2171000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.7052000000000005, 4.8062000000000005, 4.9099, 5.029, 5.1566]","[4.7291, 4.8376, 4.9477, 5.0713, 5.1977]",0.0074,0.008,20,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220302-125047,2022-03-02,12:50:56.869847,13:07:59.111164,2,right bias,5.867271484547853e-10,5.0741929001240744e-15,0.9999999994132693,[[0.64729305 0.1995623 ]]
8,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,69.240732,77.979835,8.739103,3.3206,4.3301,1.0094999999999996,4.4881,4.7311000000000005,0.2430000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.7311000000000005, 4.8404, 4.9404, 5.0663, 5.193700000000001, 5.3204, 5.4629, 5.5913]","[4.7599, 4.8607000000000005, 4.9744, 5.1027000000000005, 5.2362, 5.3619, 5.500100000000001, 5.631600000000001]",0.0074,0.008,20,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220302-125047,2022-03-02,12:50:56.869847,13:07:59.111164,2,right bias,5.867321173031641e-10,9.924782263372455e-15,0.9999999994132551,[[0.64729305 0.1995623 ]]
9,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,78.042332,86.725235,8.682902999999996,3.3181000000000003,4.3276,1.0095,4.485,4.6755,0.1905000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6755, 4.6774, 4.7108, 4.7805, 4.8824000000000005, 4.9972, 5.1081, 5.2121]","[4.6763, 4.7103, 4.7111, 4.8115000000000006, 4.9167000000000005, 5.029, 5.1385000000000005, 5.2422]",[],[],0.0074,0.008,20,1,0.5,2.0,0.5,4,4,1,0,1,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220302-125047,2022-03-02,12:50:56.869847,13:07:59.111164,2,right bias,5.823413577255562e-10,9.592614476257974e-10,0.9999999984583994,[[0.64729305 0.1995623 ]]
