Dates,DoW,Subject,Board,Trials,TrialsLeft,TrialsRight,Hits,HitsLeft,HitsRight,HitsRep,HitsAlt,Errors,ErrorsLeft,ErrorsRight,Performance,PerformanceLeft,PerformanceRight,Responses,ResponsesLeft,ResponsesRight,Repetitions,Alternations,Accuracy,AccuracyLeft,AccuracyRight,AccMaxEvi,LateralBias,AccuracyRep,AccuracyAlt,RepBias,Misses,MissesLeft,MissesRight,MissRate,MissRateLeft,MissRateRight,Rewards,RewardsLeft,RewardsRight,Water,WaterLeft,WaterRight,Stage,SoundsMismatch,NoSound,MessageCount
2022-01-17,0,325,['Bpod5'],380,193,187,162,142,20,98,24,136,19,117,0.4263157894736842,0.7357512953367875,0.10695187165775401,298,161,137,141,157,0.5436241610738255,0.8819875776397516,0.145985401459854,0.5436241610738255,-0.7360021761798976,0.6950354609929078,0.15286624203821655,0.5421692189546913,82,32,50,0.21578947368421053,0.16580310880829016,0.26737967914438504,192,160,32,480.0,400.0,80.0,1,0,0,0
2022-01-18,1,325,['Bpod5'],729,360,369,339,316,23,249,30,255,14,241,0.46502057613168724,0.8777777777777778,0.06233062330623306,594,330,264,290,302,0.5707070707070707,0.9575757575757575,0.08712121212121213,0.5707070707070707,-0.8704545454545454,0.8586206896551725,0.09933774834437085,0.7592829413108017,135,30,105,0.18518518518518517,0.08333333333333333,0.2845528455284553,376,328,48,940.0,820.0,120.0,1,17,1,0
2022-01-21,4,325,['Bpod5'],955,471,484,551,443,108,339,171,325,23,302,0.5769633507853403,0.940552016985138,0.2231404958677686,876,466,410,449,425,0.6289954337899544,0.9506437768240343,0.2634146341463415,0.6289954337899544,-0.6872291426776929,0.755011135857461,0.4023529411764706,0.35265819468099047,79,5,74,0.08272251308900523,0.010615711252653927,0.15289256198347106,734,445,289,1835.0,1112.5,722.5,1,0,0,0
2022-01-24,0,325,['Bpod5'],812,403,409,429,287,142,245,126,230,86,144,0.5283251231527094,0.7121588089330024,0.3471882640586797,659,373,286,325,333,0.6509863429438544,0.7694369973190348,0.4965034965034965,0.6509863429438544,-0.2729335008155383,0.7538461538461538,0.3783783783783784,0.37546777546777543,153,30,123,0.18842364532019704,0.07444168734491315,0.30073349633251834,521,312,209,1302.5,780.0,522.5,1,0,0,0
2022-01-25,1,325,['Bpod5'],465,240,225,325,236,89,163,117,73,1,72,0.6989247311827957,0.9833333333333333,0.39555555555555555,398,237,161,182,216,0.8165829145728644,0.9957805907172996,0.5527950310559007,0.8165829145728644,-0.44298555966139896,0.8956043956043956,0.5416666666666666,0.353937728937729,67,3,64,0.14408602150537633,0.0125,0.28444444444444444,331,236,95,827.5,590.0,237.5,1,0,0,0
2022-01-26,2,325,['Bpod5'],999,483,516,907,478,429,473,413,61,5,56,0.9079079079079079,0.989648033126294,0.8313953488372093,968,483,485,504,463,0.9369834710743802,0.989648033126294,0.8845360824742268,0.9369834710743802,-0.10511195065206724,0.9384920634920635,0.8920086393088553,0.046483424183208166,31,0,31,0.031031031031031032,0.0,0.060077519379844964,910,478,432,2275.0,1195.0,1080.0,1,0,0,0
2022-01-27,3,325,['Bpod5'],800,427,373,766,425,341,392,359,11,1,10,0.9575,0.9953161592505855,0.9142091152815014,777,426,351,395,382,0.9858429858429858,0.9976525821596244,0.9715099715099715,0.9858429858429858,-0.026142610649652842,0.9924050632911392,0.9397905759162304,0.052614487374908814,23,1,22,0.02875,0.00234192037470726,0.058981233243967826,766,425,341,1915.0,1062.5,852.5,1,0,0,0
2022-01-28,4,325,['Bpod5'],750,372,378,692,356,336,352,323,25,15,10,0.9226666666666666,0.956989247311828,0.8888888888888888,717,371,346,362,354,0.9651324965132496,0.9595687331536388,0.9710982658959537,0.9651324965132496,0.01152953274231494,0.9723756906077348,0.9124293785310734,0.059946312076661346,33,1,32,0.044,0.002688172043010753,0.08465608465608465,692,356,336,1730.0,890.0,840.0,2,0,0,0
2022-01-31,0,325,['Bpod5'],999,508,491,903,501,402,446,420,43,7,36,0.9039039039039038,0.9862204724409449,0.8187372708757638,946,508,438,470,475,0.9545454545454546,0.9862204724409449,0.9178082191780822,0.9545454545454546,-0.06841225326286271,0.948936170212766,0.8842105263157894,0.06472564389697655,53,0,53,0.05305305305305305,0.0,0.1079429735234216,903,501,402,2257.5,1252.5,1005.0,3,0,0,0
2022-02-01,1,325,['Bpod5'],485,245,240,440,229,211,219,215,31,14,17,0.9072164948453608,0.9346938775510204,0.8791666666666667,471,243,228,232,239,0.9341825902335457,0.9423868312757202,0.9254385964912281,0.9341825902335457,-0.016948234784492144,0.9439655172413793,0.899581589958159,0.04438392728322038,14,2,12,0.0288659793814433,0.00816326530612245,0.05,440,229,211,1100.0,572.5,527.5,3,0,0,0
2022-02-02,2,325,['Bpod5'],417,224,193,261,158,103,185,65,141,58,83,0.6258992805755396,0.7053571428571429,0.533678756476684,402,216,186,218,178,0.6492537313432836,0.7314814814814815,0.553763440860215,0.6492537313432836,-0.1777180406212665,0.8486238532110092,0.3651685393258427,0.4834553138851665,15,8,7,0.03597122302158273,0.03571428571428571,0.03626943005181347,261,158,103,652.5,395.0,257.5,3,71,49,53
2022-02-03,3,325,['Bpod5'],945,472,473,757,434,323,467,274,164,36,128,0.801058201058201,0.9194915254237288,0.6828752642706131,921,470,451,491,428,0.8219326818675353,0.9234042553191489,0.7161862527716186,0.8219326818675353,-0.2072180025475303,0.9511201629327902,0.6401869158878505,0.31093324704493974,24,2,22,0.025396825396825397,0.00423728813559322,0.046511627906976744,757,434,323,1892.5,1085.0,807.5,3,0,0,0
2022-02-04,4,325,['Bpod5'],603,287,316,511,263,248,235,244,46,18,28,0.8474295190713101,0.9163763066202091,0.7848101265822784,557,281,276,263,294,0.9174147217235189,0.9359430604982206,0.8985507246376812,0.9174147217235189,-0.03739233586053947,0.8935361216730038,0.8299319727891157,0.0636041488838881,46,6,40,0.07628524046434494,0.020905923344947737,0.12658227848101267,511,263,248,1277.5,657.5,620.0,3,0,0,0
2022-02-07,0,325,['Bpod5'],601,307,294,525,280,245,279,243,66,24,42,0.8735440931780366,0.9120521172638436,0.8333333333333334,591,304,287,289,302,0.8883248730964467,0.9210526315789473,0.8536585365853658,0.8883248730964467,-0.06739409499358151,0.9653979238754326,0.804635761589404,0.16076216228602858,10,3,7,0.016638935108153077,0.009771986970684038,0.023809523809523808,525,280,245,1312.5,700.0,612.5,3,0,0,0
2022-02-09,2,325,['Bpod5'],616,300,316,549,276,273,280,268,58,22,36,0.8912337662337663,0.92,0.8639240506329114,607,298,309,292,315,0.9044481054365733,0.9261744966442953,0.883495145631068,0.9044481054365733,-0.042679351013227285,0.958904109589041,0.8507936507936508,0.10811045879539027,9,2,7,0.01461038961038961,0.006666666666666667,0.022151898734177215,549,276,273,1372.5,690.0,682.5,3,0,0,0
2022-02-10,3,325,['Bpod5'],578,290,288,515,273,242,281,233,63,17,46,0.8910034602076125,0.9413793103448276,0.8402777777777778,578,290,288,298,279,0.8910034602076125,0.9413793103448276,0.8402777777777778,0.9023508137432188,-0.10110153256704979,0.9429530201342282,0.8351254480286738,0.10782757210555438,0,0,0,0.0,0.0,0.0,515,273,242,1287.5,682.5,605.0,3,0,0,0
2022-02-11,4,325,['Bpod5'],555,281,274,476,233,243,261,208,54,34,20,0.8576576576576577,0.8291814946619217,0.8868613138686131,530,267,263,274,253,0.8981132075471698,0.8726591760299626,0.9239543726235742,0.9158110882956879,0.05129519659361159,0.9525547445255474,0.8221343873517787,0.13042035717376876,25,14,11,0.04504504504504504,0.0498220640569395,0.040145985401459854,476,233,243,1190.0,582.5,607.5,4,0,0,0
2022-02-14,0,325,['Bpod5'],395,200,195,286,165,121,178,106,100,34,66,0.7240506329113924,0.825,0.6205128205128205,386,199,187,189,196,0.7409326424870466,0.8291457286432161,0.6470588235294118,0.7455089820359282,-0.18208690511380432,0.9417989417989417,0.5408163265306123,0.40098261526832946,9,1,8,0.02278481012658228,0.005,0.041025641025641026,286,165,121,715.0,412.5,302.5,4,0,0,0
