Dates,DoW,Subject,Board,Trials,TrialsLeft,TrialsRight,Hits,HitsLeft,HitsRight,HitsRep,HitsAlt,Errors,ErrorsLeft,ErrorsRight,Performance,PerformanceLeft,PerformanceRight,Responses,ResponsesLeft,ResponsesRight,Repetitions,Alternations,Accuracy,AccuracyLeft,AccuracyRight,AccMaxEvi,LateralBias,AccuracyRep,AccuracyAlt,RepBias,Misses,MissesLeft,MissesRight,MissRate,MissRateLeft,MissRateRight,Rewards,RewardsLeft,RewardsRight,Water,WaterLeft,WaterRight,Stage,SoundsMismatch,NoSound,MessageCount
2022-01-17,0,326,['Bpod6'],255,125,130,91,50,41,30,29,82,32,50,0.3568627450980392,0.4,0.3153846153846154,173,82,91,93,80,0.5260115606936416,0.6097560975609756,0.45054945054945056,0.5260115606936416,-0.15920664701152504,0.3225806451612903,0.3625,-0.039919354838709675,82,43,39,0.3215686274509804,0.344,0.3,152,80,72,380.0,200.0,180.0,1.0,0,0,0
2022-01-18,1,326,['Bpod6'],471,238,233,227,184,43,112,80,174,32,142,0.4819532908704883,0.773109243697479,0.18454935622317598,401,216,185,183,217,0.5660847880299252,0.8518518518518519,0.23243243243243245,0.5660847880299252,-0.6194194194194194,0.6120218579234973,0.3686635944700461,0.24335826345345118,70,22,48,0.14861995753715498,0.09243697478991597,0.20600858369098712,349,215,134,872.5,537.5,335.0,1.0,0,0,0
2022-01-21,4,326,['Bpod6'],603,314,289,390,280,110,200,154,156,28,128,0.6467661691542289,0.89171974522293,0.3806228373702422,546,308,238,271,274,0.7142857142857143,0.9090909090909091,0.46218487394957986,0.7142857142857143,-0.4469060351413292,0.7380073800738007,0.5620437956204379,0.1759635844533628,57,6,51,0.0945273631840796,0.01910828025477707,0.17647058823529413,503,291,212,1257.5,727.5,530.0,1.0,0,0,0
2022-01-24,0,326,['Bpod6'],598,290,308,414,262,152,212,189,165,26,139,0.6923076923076923,0.903448275862069,0.4935064935064935,579,288,291,268,310,0.7150259067357513,0.9097222222222222,0.5223367697594502,0.7150259067357513,-0.387385452462772,0.7910447761194029,0.6096774193548387,0.18136735676456428,19,2,17,0.03177257525083612,0.006896551724137931,0.05519480519480519,549,282,267,1372.5,705.0,667.5,1.0,0,0,0
2022-01-25,1,326,['Bpod6'],433,184,249,296,93,203,204,78,110,85,25,0.6836027713625866,0.5054347826086957,0.8152610441767069,406,178,228,231,175,0.729064039408867,0.5224719101123596,0.8903508771929824,0.729064039408867,0.36787896708062284,0.8831168831168831,0.44571428571428573,0.43740259740259735,27,6,21,0.06235565819861432,0.03260869565217391,0.08433734939759036,312,101,211,780.0,252.5,527.5,1.0,0,0,0
2022-01-26,2,326,['Bpod6'],632,334,298,419,151,268,242,168,199,179,20,0.6629746835443038,0.45209580838323354,0.8993288590604027,618,330,288,288,329,0.6779935275080906,0.4575757575757576,0.9305555555555556,0.6779935275080906,0.472979797979798,0.8402777777777778,0.5106382978723404,0.3296394799054374,14,4,10,0.022151898734177215,0.011976047904191617,0.03355704697986577,470,197,273,1175.0,492.5,682.5,1.0,0,0,0
2022-01-27,3,326,['Bpod6'],507,211,296,398,141,257,238,151,95,62,33,0.7850098619329389,0.6682464454976303,0.8682432432432432,493,203,290,249,244,0.8073022312373225,0.6945812807881774,0.8862068965517241,0.8073022312373225,0.19162561576354675,0.9558232931726908,0.6188524590163934,0.33697083415629736,14,8,6,0.027613412228796843,0.037914691943127965,0.02027027027027027,405,146,259,1012.5,365.0,647.5,1.0,0,0,0
2022-01-28,4,326,['Bpod6'],438,212,226,376,177,199,204,165,52,32,20,0.8584474885844748,0.8349056603773585,0.8805309734513275,428,209,219,216,211,0.8785046728971962,0.84688995215311,0.908675799086758,0.8785046728971962,0.06178584693364797,0.9444444444444444,0.7819905213270142,0.16245392311743023,10,3,7,0.0228310502283105,0.014150943396226415,0.030973451327433628,376,177,199,940.0,442.5,497.5,1.0,0,1,0
2022-01-31,0,326,['Bpod6'],598,283,315,465,236,229,262,194,114,39,75,0.7775919732441472,0.833922261484099,0.726984126984127,579,275,304,291,288,0.8031088082901554,0.8581818181818182,0.7532894736842105,0.8031088082901554,-0.10489234449760765,0.9003436426116839,0.6736111111111112,0.2267325315005727,19,8,11,0.03177257525083612,0.028268551236749116,0.03492063492063492,465,236,229,1162.5,590.0,572.5,2.0,0,0,0
2022-02-01,1,326,['Bpod6'],546,265,281,432,225,207,240,186,102,31,71,0.7912087912087912,0.8490566037735849,0.7366548042704626,534,256,278,259,275,0.8089887640449438,0.87890625,0.7446043165467626,0.8089887640449438,-0.13430193345323738,0.9266409266409267,0.6763636363636364,0.2502772902772903,12,9,3,0.02197802197802198,0.033962264150943396,0.010676156583629894,432,225,207,1080.0,562.5,517.5,2.0,0,0,0
2022-02-02,2,326,['Bpod8'],579,301,278,386,217,169,271,103,163,72,91,0.6666666666666666,0.7209302325581395,0.6079136690647482,549,289,260,298,251,0.7030965391621129,0.7508650519031141,0.65,0.7030965391621129,-0.10086505190311412,0.9093959731543624,0.4103585657370518,0.49903740741731056,30,12,18,0.05181347150259067,0.03986710963455149,0.06474820143884892,386,217,169,965.0,542.5,422.5,2.0,0,0,0
2022-02-03,3,326,['Bpod6'],699,344,355,528,289,239,323,200,156,50,106,0.7553648068669528,0.8401162790697675,0.6732394366197183,684,339,345,357,327,0.7719298245614035,0.8525073746312685,0.6927536231884058,0.7719298245614035,-0.15975375144286263,0.9047619047619048,0.6116207951070336,0.29314110965487117,15,5,10,0.02145922746781116,0.014534883720930232,0.028169014084507043,528,289,239,1320.0,722.5,597.5,2.0,0,0,0
2022-02-04,4,326,['Bpod6'],432,214,218,303,124,179,168,133,128,90,38,0.7013888888888888,0.5794392523364486,0.8211009174311926,431,214,217,204,226,0.703016241299304,0.5794392523364486,0.8248847926267281,0.703016241299304,0.24544554029027954,0.8235294117647058,0.588495575221239,0.23503383654346688,1,0,1,0.0023148148148148147,0.0,0.0045871559633027525,303,124,179,757.5,310.0,447.5,2.0,0,0,0
2022-02-07,0,326,['Bpod6'],447,224,223,265,129,136,181,72,148,88,60,0.5928411633109619,0.5758928571428571,0.6098654708520179,413,217,196,202,211,0.6416464891041163,0.5944700460829493,0.6938775510204082,0.6416464891041163,0.09940750493745887,0.8960396039603961,0.3412322274881517,0.5548073764722443,34,7,27,0.07606263982102908,0.03125,0.1210762331838565,265,129,136,662.5,322.5,340.0,2.0,0,0,0
2022-02-09,2,326,['Bpod6'],518,256,262,403,184,219,209,193,115,72,43,0.777992277992278,0.71875,0.8358778625954199,518,256,262,240,277,0.777992277992278,0.71875,0.8358778625954199,0.777992277992278,0.11712786259541985,0.8708333333333333,0.6967509025270758,0.17408243080625752,0,0,0,0.0,0.0,0.0,403,184,219,1007.5,460.0,547.5,2.0,0,0,0
