Dates,DoW,Subject,Board,Trials,TrialsLeft,TrialsRight,Hits,HitsLeft,HitsRight,HitsRep,HitsAlt,Errors,ErrorsLeft,ErrorsRight,Performance,PerformanceLeft,PerformanceRight,Responses,ResponsesLeft,ResponsesRight,Repetitions,Alternations,Accuracy,AccuracyLeft,AccuracyRight,AccuracyRep,AccuracyAlt,Misses,MissesLeft,MissesRight,MissRate,MissRateLeft,MissRateRight,Rewards,RewardsLeft,RewardsRight,Water,WaterLeft,WaterRight,Stage,SoundsMismatch,NoSound,MessageCount
2022-01-17,0,331,['Bpod7'],288,134,154,115,74,41,52,35,100,28,72,0.3993055555555556,0.5522388059701493,0.2662337662337662,215,102,113,105,110,0.5348837209302325,0.7254901960784313,0.36283185840707965,0.49523809523809526,0.3181818181818182,73,32,41,0.2534722222222222,0.23880597014925373,0.2662337662337662,164,94,70,410.0,235.0,175.0,1,0,0,0
2022-01-18,1,331,['Bpod7'],480,247,233,65,38,27,13,5,45,21,24,0.13541666666666666,0.15384615384615385,0.11587982832618025,110,59,51,48,61,0.5909090909090909,0.6440677966101694,0.5294117647058824,0.2708333333333333,0.08196721311475409,370,188,182,0.7708333333333334,0.7611336032388664,0.7811158798283262,92,51,41,230.0,127.5,102.5,1,0,0,0
2022-01-20,3,331,['Bpod7'],483,240,243,128,51,77,35,28,102,64,38,0.2650103519668737,0.2125,0.3168724279835391,230,115,115,115,115,0.5565217391304348,0.4434782608695652,0.6695652173913044,0.30434782608695654,0.24347826086956523,253,125,128,0.5238095238095238,0.5208333333333334,0.5267489711934157,203,98,105,507.5,245.0,262.5,1,0,0,0
2022-01-21,4,331,['Bpod7'],487,231,256,164,46,118,69,49,139,100,39,0.33675564681724846,0.19913419913419914,0.4609375,304,147,157,153,150,0.5394736842105263,0.3129251700680272,0.7515923566878981,0.45098039215686275,0.32666666666666666,183,84,99,0.3757700205338809,0.36363636363636365,0.38671875,276,127,149,690.0,317.5,372.5,1,1,0,1
2022-01-24,0,331,['Bpod7' 'Bpod8'],480,225,255,142,45,97,48,38,119,79,40,0.29583333333333334,0.2,0.3803921568627451,261,124,137,139,121,0.5440613026819924,0.3629032258064516,0.708029197080292,0.34532374100719426,0.3140495867768595,219,101,118,0.45625,0.4488888888888889,0.4627450980392157,239,105,134,597.5,262.5,335.0,1,0,0,0
2022-01-25,1,331,['Bpod7'],240,116,124,61,37,24,16,12,54,29,25,0.25416666666666665,0.31896551724137934,0.1935483870967742,115,66,49,43,71,0.5304347826086957,0.5606060606060606,0.4897959183673469,0.37209302325581395,0.16901408450704225,125,50,75,0.5208333333333334,0.43103448275862066,0.6048387096774194,91,56,35,227.5,140.0,87.5,1,0,0,0
2022-01-26,2,331,['Bpod7'],480,253,227,159,48,111,75,39,104,86,18,0.33125,0.18972332015810275,0.4889867841409692,263,134,129,143,118,0.6045627376425855,0.3582089552238806,0.8604651162790697,0.5244755244755245,0.3305084745762712,217,119,98,0.45208333333333334,0.47035573122529645,0.43171806167400884,208,82,126,520.0,205.0,315.0,1,0,0,0
2022-01-27,3,331,['Bpod7' 'Bpod5'],727,360,367,235,66,169,133,48,159,128,31,0.32324621733149933,0.18333333333333332,0.4604904632152589,394,194,200,211,181,0.5964467005076142,0.3402061855670103,0.845,0.6303317535545023,0.26519337016574585,333,166,167,0.4580467675378267,0.46111111111111114,0.4550408719346049,275,90,185,687.5,225.0,462.5,1,0,0,0
2022-01-28,4,331,['Bpod7'],536,261,275,191,41,150,93,40,117,103,14,0.35634328358208955,0.15708812260536398,0.5454545454545454,308,144,164,169,137,0.6201298701298701,0.2847222222222222,0.9146341463414634,0.5502958579881657,0.291970802919708,228,117,111,0.4253731343283582,0.4482758620689655,0.4036363636363636,210,52,158,525.0,130.0,395.0,1,0,0,0
2022-01-31,0,331,['Bpod7'],720,384,336,181,68,113,73,54,105,84,21,0.2513888888888889,0.17708333333333334,0.33630952380952384,286,152,134,137,147,0.6328671328671329,0.4473684210526316,0.8432835820895522,0.5328467153284672,0.3673469387755102,434,232,202,0.6027777777777777,0.6041666666666666,0.6011904761904762,215,92,123,537.5,230.0,307.5,1,0,0,0
