Dates,DoW,Subject,Board,Trials,TrialsLeft,TrialsRight,Hits,HitsLeft,HitsRight,HitsRep,HitsAlt,Errors,ErrorsLeft,ErrorsRight,Performance,PerformanceLeft,PerformanceRight,Responses,ResponsesLeft,ResponsesRight,Repetitions,Alternations,Accuracy,AccuracyLeft,AccuracyRight,AccMaxEvi,LateralBias,AccuracyRep,AccuracyAlt,RepBias,Misses,MissesLeft,MissesRight,MissRate,MissRateLeft,MissRateRight,Rewards,RewardsLeft,RewardsRight,Water,WaterLeft,WaterRight,Stage,SoundsMismatch,NoSound,MessageCount
2022-01-17,0,333,['Bpod5'],580,274,306,233,153,80,101,89,238,70,168,0.4017241379310345,0.5583941605839416,0.26143790849673204,471,223,248,237,234,0.49469214437367304,0.6860986547085202,0.3225806451612903,0.49469214437367304,-0.36351800954722985,0.42616033755274263,0.3803418803418803,0.04581845721086231,109,51,58,0.1879310344827586,0.18613138686131386,0.1895424836601307,435,204,231,1087.5,510.0,577.5,1,0,0,0
2022-01-18,1,333,['Bpod5'],353,161,192,194,102,92,112,79,155,58,97,0.5495750708215298,0.6335403726708074,0.4791666666666667,349,160,189,179,170,0.5558739255014327,0.6375,0.48677248677248675,0.5558739255014327,-0.1507275132275132,0.6256983240223464,0.4647058823529412,0.16099244166940518,4,1,3,0.0113314447592068,0.006211180124223602,0.015625,334,152,182,835.0,380.0,455.0,1,0,0,0
2022-01-20,3,333,['Bpod8'],293,137,156,169,72,97,93,73,112,59,53,0.5767918088737202,0.5255474452554745,0.6217948717948718,281,131,150,146,135,0.6014234875444839,0.549618320610687,0.6466666666666666,0.6014234875444839,0.09704834605597956,0.636986301369863,0.5407407407407407,0.09624556062912226,12,6,6,0.040955631399317405,0.043795620437956206,0.038461538461538464,267,123,144,667.5,307.5,360.0,1,0,0,0
2022-01-21,4,333,['Bpod5'],461,226,235,379,194,185,194,168,58,17,41,0.8221258134490239,0.8584070796460177,0.7872340425531915,437,211,226,216,220,0.8672768878718535,0.919431279620853,0.8185840707964602,0.8672768878718535,-0.1008472088243928,0.8981481481481481,0.7636363636363637,0.13451178451178447,24,15,9,0.052060737527114966,0.06637168141592921,0.03829787234042553,412,205,207,1030.0,512.5,517.5,1,0,0,0
2022-01-24,0,333,['Bpod5'],639,328,311,563,309,254,309,247,64,9,55,0.8810641627543035,0.9420731707317073,0.8167202572347267,627,318,309,324,303,0.89792663476874,0.9716981132075472,0.8220064724919094,0.89792663476874,-0.14969164071563779,0.9537037037037037,0.8151815181518152,0.13852218555188855,12,10,2,0.018779342723004695,0.03048780487804878,0.006430868167202572,564,309,255,1410.0,772.5,637.5,1,0,0,0
2022-01-25,1,333,['Bpod5'],370,178,192,348,165,183,164,180,11,6,5,0.9405405405405406,0.9269662921348315,0.953125,359,171,188,172,187,0.9693593314763231,0.9649122807017544,0.973404255319149,0.9693593314763231,0.008491974617394593,0.9534883720930233,0.9625668449197861,-0.009078472826762773,11,7,4,0.02972972972972973,0.03932584269662921,0.020833333333333332,349,165,184,872.5,412.5,460.0,1,0,0,0
2022-01-26,2,333,['Bpod5'],383,189,194,370,183,187,168,200,4,2,2,0.9660574412532638,0.9682539682539683,0.9639175257731959,374,185,189,171,203,0.9893048128342246,0.9891891891891892,0.9894179894179894,0.9893048128342246,0.00022880022880023,0.9824561403508771,0.9852216748768473,-0.0027655345259701702,9,4,5,0.02349869451697128,0.021164021164021163,0.02577319587628866,370,183,187,925.0,457.5,467.5,2,0,0,0
2022-01-27,3,333,['Bpod5'],290,139,151,277,132,145,132,144,4,1,3,0.9551724137931035,0.9496402877697842,0.9602649006622517,281,133,148,135,146,0.9857651245551602,0.9924812030075187,0.9797297297297297,0.9857651245551602,-0.012751473277789027,0.9777777777777777,0.9863013698630136,-0.008523592085235898,9,6,3,0.03103448275862069,0.04316546762589928,0.019867549668874173,277,132,145,692.5,330.0,362.5,3,0,0,0
2022-01-28,4,333,['Bpod5'],422,220,202,403,207,196,205,194,2,2,0,0.9549763033175356,0.9409090909090909,0.9702970297029703,405,209,196,207,198,0.9950617283950617,0.9904306220095693,1.0,0.9950617283950617,0.009569377990430672,0.9903381642512077,0.9797979797979798,0.010540184453227908,17,11,6,0.04028436018957346,0.05,0.0297029702970297,403,207,196,1007.5,517.5,490.0,3,0,0,0
2022-01-31,0,333,['Bpod5'],373,198,175,312,168,144,164,135,30,13,17,0.8364611260053619,0.8484848484848485,0.8228571428571428,342,181,161,174,168,0.9122807017543859,0.9281767955801105,0.8944099378881988,0.9122807017543859,-0.03376685769191168,0.9425287356321839,0.8035714285714286,0.13895730706075526,31,17,14,0.08310991957104558,0.08585858585858586,0.08,312,168,144,780.0,420.0,360.0,3,38,2,24
2022-02-01,1,333,['Bpod5'],303,153,150,247,112,135,140,105,46,35,11,0.8151815181518152,0.7320261437908496,0.9,293,147,146,147,146,0.8430034129692833,0.7619047619047619,0.9246575342465754,0.8430034129692833,0.1627527723418135,0.9523809523809523,0.7191780821917808,0.23320287018917152,10,6,4,0.033003300330033,0.0392156862745098,0.02666666666666667,247,112,135,617.5,280.0,337.5,3,0,0,0
2022-02-02,2,333,['Bpod5'],586,330,256,441,277,164,267,160,128,47,81,0.7525597269624573,0.8393939393939394,0.640625,569,324,245,303,264,0.7750439367311072,0.8549382716049383,0.6693877551020408,0.7750439367311072,-0.18555051650289744,0.8811881188118812,0.6060606060606061,0.2751275127512751,17,6,11,0.02901023890784983,0.01818181818181818,0.04296875,441,277,164,1102.5,692.5,410.0,3,0,0,0
2022-02-03,3,333,['Bpod5'],724,355,369,653,330,323,357,296,62,21,41,0.9019337016574586,0.9295774647887324,0.8753387533875339,715,351,364,362,353,0.9132867132867133,0.9401709401709402,0.8873626373626373,0.9132867132867133,-0.05280830280830284,0.9861878453038674,0.8385269121813032,0.14766093312256423,9,4,5,0.012430939226519336,0.011267605633802818,0.013550135501355014,653,330,323,1632.5,825.0,807.5,3,0,0,0
