Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,TrialLag,K,Drug,StimDur,Delay,VarDelay,RewardSize,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Nstates,ObservedDimensions,Ncategories,InputDimensions,Weights,TransMat,p0,p1,State,StateLabel,Remap,LogLikelihood
220,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,3626.502813,3641.156416,14.653602999999748,2.8206,3.8301,1.0094999999999996,4.3301,4.6451,0.3150000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6451, 4.7576, 4.8512, 4.976, 5.1319]","[4.6885, 4.7923, 4.8958, 5.0178, 5.1581]",0.0071,0.0084,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0.0,0.0,0,1,1.0,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,24,36004,24,1.8.2,024_stage_training_v6_20250729-111015,2025-07-29,11:10:27.361498,12:40:31.509028,2,1,2,3,[ 0.99740841 -2.20087603  0.80040817  1.12017171  1.70656774  0.76607017],[0.91818013 0.08181987 0.11127812 0.88872188],0.49466104798480204,0.5053389520152031,1,Engaged,"[1, 0]",-1431.476310098955
219,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,3606.7701130000014,3626.485316,19.715202999999747,2.83,3.8395,1.0095,4.3395,4.715,0.3754999999999997,hum,hum,1,,0,1,1,2,8.0,-8.0,"[4.715, 4.8373]","[4.7514, 4.8721000000000005]",[],[],0.0071,0.0084,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0.0,0.0,0,1,1.0,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,24,36004,24,1.8.2,024_stage_training_v6_20250729-111015,2025-07-29,11:10:27.361498,12:40:31.509028,2,1,2,3,[ 0.99740841 -2.20087603  0.80040817  1.12017171  1.70656774  0.76607017],[0.91818013 0.08181987 0.11127812 0.88872188],0.6372020160230573,0.36279798397694163,0,Disengaged,"[1, 0]",-1431.476310098955
218,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,3592.0153130000012,3606.750316,14.735003000000232,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7278,0.4001999999999999,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7278, 4.8367, 4.939500000000001, 5.0541, 5.157500000000001, 5.2754, 5.3939]","[4.7609, 4.8635, 4.970000000000001, 5.0772, 5.1933, 5.3144, 5.4382]",[],[],0.0071,0.0084,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0.0,0.0,0,1,1.0,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,24,36004,24,1.8.2,024_stage_training_v6_20250729-111015,2025-07-29,11:10:27.361498,12:40:31.509028,2,1,2,3,[ 0.99740841 -2.20087603  0.80040817  1.12017171  1.70656774  0.76607017],[0.91818013 0.08181987 0.11127812 0.88872188],0.5232700720426503,0.4767299279573628,0,Disengaged,"[1, 0]",-1431.476310098955
217,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,3577.3245130000005,3591.9962159999995,14.671702999999981,2.8304,3.8399,1.0095,4.3399,4.6632,0.3232999999999997,gzj,gzj,1,,0,1,1,2,4.0,4.0,[],[],"[4.6632, 4.7644, 4.8575, 4.9588, 5.073, 5.198300000000001]","[4.7047, 4.7978000000000005, 4.897, 5.0049, 5.1241, 5.2568]",0.0071,0.0084,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0.0,0.0,0,1,1.0,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,24,36004,24,1.8.2,024_stage_training_v6_20250729-111015,2025-07-29,11:10:27.361498,12:40:31.509028,2,1,2,3,[ 0.99740841 -2.20087603  0.80040817  1.12017171  1.70656774  0.76607017],[0.91818013 0.08181987 0.11127812 0.88872188],0.12886687884695866,0.8711331211530486,1,Engaged,"[1, 0]",-1431.476310098955
216,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,3562.616213,3577.311716,14.695503000000372,2.8268,3.8363,1.0095,4.3363000000000005,4.687,0.3506999999999998,fsf,fsf,1,,0,1,1,2,2.0,-2.0,[],[],"[4.687, 4.799, 4.9028, 5.0105]","[4.73, 4.835500000000001, 4.9419, 5.0562000000000005]",0.0071,0.0084,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0.0,0.0,0,1,1.0,1.0,0.5,0.5000000000000004,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,24,36004,24,1.8.2,024_stage_training_v6_20250729-111015,2025-07-29,11:10:27.361498,12:40:31.509028,2,1,2,3,[ 0.99740841 -2.20087603  0.80040817  1.12017171  1.70656774  0.76607017],[0.91818013 0.08181987 0.11127812 0.88872188],0.0934177854373301,0.9065822145626745,1,Engaged,"[1, 0]",-1431.476310098955
215,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,3547.9677130000005,3562.602816,14.635103000000072,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6279,0.3003,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6279, 4.7193000000000005, 4.8285, 4.9377]","[4.6404000000000005, 4.7541, 4.863300000000001, 4.9731000000000005]",[],[],0.0071,0.0084,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0.0,0.0,0,1,1.0,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,24,36004,24,1.8.2,024_stage_training_v6_20250729-111015,2025-07-29,11:10:27.361498,12:40:31.509028,2,1,2,3,[ 0.99740841 -2.20087603  0.80040817  1.12017171  1.70656774  0.76607017],[0.91818013 0.08181987 0.11127812 0.88872188],0.19725591697811468,0.8027440830218815,1,Engaged,"[1, 0]",-1431.476310098955
214,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,3533.250113,3547.9537159999995,14.70360299999993,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6964000000000015,0.3688000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.696400000000001, 4.806900000000001]","[4.728000000000001, 4.8382000000000005]",[],[],0.0071,0.0084,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0.0,0.0,0,1,1.0,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,24,36004,24,1.8.2,024_stage_training_v6_20250729-111015,2025-07-29,11:10:27.361498,12:40:31.509028,2,1,2,3,[ 0.99740841 -2.20087603  0.80040817  1.12017171  1.70656774  0.76607017],[0.91818013 0.08181987 0.11127812 0.88872188],0.18062595323011985,0.8193740467698694,1,Engaged,"[1, 0]",-1431.476310098955
213,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,3513.605613,3533.2392159999995,19.633602999999766,2.8245,3.834,1.0095,4.3340000000000005,4.6334,0.2993999999999994,bau,bau,1,,0,1,1,2,-8.0,-8.0,"[4.7279, 4.8434]","[4.7582, 4.8842]",[4.6334],[4.6451],0.0071,0.0084,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0.0,0.0,0,1,1.0,1.0,0.5,0.5000000000000004,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,24,36004,24,1.8.2,024_stage_training_v6_20250729-111015,2025-07-29,11:10:27.361498,12:40:31.509028,2,1,2,3,[ 0.99740841 -2.20087603  0.80040817  1.12017171  1.70656774  0.76607017],[0.91818013 0.08181987 0.11127812 0.88872188],0.02328304728278494,0.9767169527172231,1,Engaged,"[1, 0]",-1431.476310098955
210,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,3459.658913,3479.320016,19.661102999999915,2.8229,3.8324,1.0094999999999996,4.3324,4.6609,0.3285,clc,clc,1,,0,1,1,2,-4.0,-4.0,[],[],"[4.6609, 4.7794]","[4.705, 4.8261]",0.0071,0.0084,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0.0,0.0,0,1,1.0,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,24,36004,24,1.8.2,024_stage_training_v6_20250729-111015,2025-07-29,11:10:27.361498,12:40:31.509028,2,1,2,3,[ 0.99740841 -2.20087603  0.80040817  1.12017171  1.70656774  0.76607017],[0.91818013 0.08181987 0.11127812 0.88872188],0.005209227140107053,0.9947907728598803,1,Engaged,"[1, 0]",-1431.476310098955
211,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,3479.3348130000004,3493.951616,14.61680299999989,2.8206,3.8301,1.0094999999999996,4.3301,4.6083,0.2782,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6083, 4.696000000000001, 4.793200000000001]","[4.6325, 4.7324, 4.8339]",0.0071,0.0084,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0.0,0.0,0,1,1.0,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,24,36004,24,1.8.2,024_stage_training_v6_20250729-111015,2025-07-29,11:10:27.361498,12:40:31.509028,2,1,2,3,[ 0.99740841 -2.20087603  0.80040817  1.12017171  1.70656774  0.76607017],[0.91818013 0.08181987 0.11127812 0.88872188],0.005363727209404815,0.9946362727905846,1,Engaged,"[1, 0]",-1431.476310098955
