Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,TrialLag,K,Drug,StimDur,Delay,VarDelay,RewardSize,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Nstates,ObservedDimensions,Ncategories,InputDimensions,Weights,TransMat,State,StateLabel,Remap,LogLikelihood,p0,p1
238,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,3874.158211,3893.834114,19.67590300000029,2.8206,3.8301,1.0094999999999996,4.3301,4.6757,0.3456000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.6757, 4.778300000000001, 4.9177]","[4.6879, 4.8128, 4.937]",[],[],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,1.0,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,14,36003,14,1.8.2,014_stage_training_v6_20250716-115311,2025-07-16,11:53:23.706773,13:23:31.252958,2,1,2,3,[0.44911085 0.97750221 2.09092752 0.78618238 0.28583126 1.35380808],[9.99999988e-01 1.19611491e-08 2.68675684e-08 9.99999973e-01],1,Engaged,"[1, 0]",-834.0578263164407,5.2426321929635384e-08,0.9999999475736856
237,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,3859.359411,3874.146114,14.786703000000214,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7783000000000015,0.4507000000000003,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.778300000000001, 4.8912, 4.994400000000001, 5.0981000000000005, 5.2127, 5.3213, 5.4339, 5.5609, 5.6863]","[4.8129, 4.9198, 5.0278, 5.135400000000001, 5.2445, 5.3542000000000005, 5.463900000000001, 5.593500000000001, 5.7102]",[5.8268],[5.8396],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,1.0,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,14,36003,14,1.8.2,014_stage_training_v6_20250716-115311,2025-07-16,11:53:23.706773,13:23:31.252958,2,1,2,3,[0.44911085 0.97750221 2.09092752 0.78618238 0.28583126 1.35380808],[9.99999988e-01 1.19611491e-08 2.68675684e-08 9.99999973e-01],1,Engaged,"[1, 0]",-834.0578263164407,4.561683619663153e-08,0.9999999543831574
236,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,3844.694611,3859.348314,14.65370299999995,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6453000000000015,0.3177000000000003,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.645300000000001, 4.7262, 4.8207, 4.9188, 5.0233, 5.1284, 5.2439, 5.356, 5.4753, 5.5911, 5.7031, 5.8228]","[4.6641, 4.745, 4.8391, 4.9469, 5.0538, 5.1622, 5.2753000000000005, 5.3881000000000006, 5.4985, 5.6084000000000005, 5.727600000000001, 5.8583]","[5.8379, 5.982200000000001]","[5.8542000000000005, 5.9966]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,1.0,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,14,36003,14,1.8.2,014_stage_training_v6_20250716-115311,2025-07-16,11:53:23.706773,13:23:31.252958,2,1,2,3,[0.44911085 0.97750221 2.09092752 0.78618238 0.28583126 1.35380808],[9.99999988e-01 1.19611491e-08 2.68675684e-08 9.99999973e-01],1,Engaged,"[1, 0]",-834.0578263164407,4.011563043050314e-08,0.999999959884378
235,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,3829.985811,3844.683014,14.697203000000172,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6888000000000005,0.3612000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6888000000000005, 4.7892, 4.9008, 4.998200000000001, 5.105300000000001, 5.212000000000001, 5.3228, 5.4375, 5.5583, 5.6961]","[4.6973, 4.8245000000000005, 4.9269, 5.0303, 5.1374, 5.2426, 5.3546000000000005, 5.466600000000001, 5.5784, 5.7012]",[5.6894],[5.7103],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,1.0,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,14,36003,14,1.8.2,014_stage_training_v6_20250716-115311,2025-07-16,11:53:23.706773,13:23:31.252958,2,1,2,3,[0.44911085 0.97750221 2.09092752 0.78618238 0.28583126 1.35380808],[9.99999988e-01 1.19611491e-08 2.68675684e-08 9.99999973e-01],1,Engaged,"[1, 0]",-834.0578263164407,3.520569679540734e-08,0.9999999647943134
234,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,3810.255111,3829.975714,19.72060300000021,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7204000000000015,0.3928000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.720400000000001, 4.8541]","[4.7481, 4.8848]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,1.0,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,14,36003,14,1.8.2,014_stage_training_v6_20250716-115311,2025-07-16,11:53:23.706773,13:23:31.252958,2,1,2,3,[0.44911085 0.97750221 2.09092752 0.78618238 0.28583126 1.35380808],[9.99999988e-01 1.19611491e-08 2.68675684e-08 9.99999973e-01],1,Engaged,"[1, 0]",-834.0578263164407,3.065617953007681e-08,0.9999999693438331
233,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,3795.483911,3810.2442140000003,14.760303000000027,2.8321,3.8416,1.0095,4.3416000000000015,4.7521,0.4104999999999998,hzo,hzo,1,,0,1,1,2,8.0,8.0,[],[],"[4.7521, 4.8536, 4.9598, 5.0760000000000005, 5.1909, 5.3143, 5.446000000000001, 5.5823]","[4.7842, 4.8926, 5.0036000000000005, 5.118, 5.2308, 5.3421, 5.473, 5.5914]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,1.0,1.0,0.5,0.5000000000000004,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,14,36003,14,1.8.2,014_stage_training_v6_20250716-115311,2025-07-16,11:53:23.706773,13:23:31.252958,2,1,2,3,[0.44911085 0.97750221 2.09092752 0.78618238 0.28583126 1.35380808],[9.99999988e-01 1.19611491e-08 2.68675684e-08 9.99999973e-01],1,Engaged,"[1, 0]",-834.0578263164407,2.458235552100893e-08,0.9999999754176375
231,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,3766.0547109999998,3780.700714,14.646002999999835,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6376,0.3099999999999996,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6376, 4.7309, 4.843500000000001, 4.9486, 5.0564, 5.172000000000001, 5.279100000000001, 5.3916, 5.5053, 5.6285, 5.9329, 6.0646]","[4.6474, 4.7634, 4.8708, 4.9797, 5.0906, 5.2023, 5.3121, 5.425400000000001, 5.538, 5.6592, 5.9489, 6.0762]",[5.7611],[5.7918],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,1.0,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,14,36003,14,1.8.2,014_stage_training_v6_20250716-115311,2025-07-16,11:53:23.706773,13:23:31.252958,2,1,2,3,[0.44911085 0.97750221 2.09092752 0.78618238 0.28583126 1.35380808],[9.99999988e-01 1.19611491e-08 2.68675684e-08 9.99999973e-01],1,Engaged,"[1, 0]",-834.0578263164407,1.70351528861728e-08,0.9999999829648517
230,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,3751.358011,3766.0414140000003,14.683402999999998,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.675,0.3473999999999995,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.675, 4.766100000000001, 4.8791, 4.9935]","[4.6803, 4.7953, 4.9086, 5.024100000000001]",[],[],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,1.0,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,14,36003,14,1.8.2,014_stage_training_v6_20250716-115311,2025-07-16,11:53:23.706773,13:23:31.252958,2,1,2,3,[0.44911085 0.97750221 2.09092752 0.78618238 0.28583126 1.35380808],[9.99999988e-01 1.19611491e-08 2.68675684e-08 9.99999973e-01],1,Engaged,"[1, 0]",-834.0578263164407,1.4076508021814008e-08,0.9999999859234948
229,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,3736.601211,3751.346814,14.745602999999845,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7372000000000005,0.4096000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.7372000000000005, 4.8631, 4.9671, 5.0947000000000005, 5.226]","[4.7739, 4.8922, 5.006600000000001, 5.1205, 5.239]",[],[],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,1.0,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,14,36003,14,1.8.2,014_stage_training_v6_20250716-115311,2025-07-16,11:53:23.706773,13:23:31.252958,2,1,2,3,[0.44911085 0.97750221 2.09092752 0.78618238 0.28583126 1.35380808],[9.99999988e-01 1.19611491e-08 2.68675684e-08 9.99999973e-01],1,Engaged,"[1, 0]",-834.0578263164407,1.1996502975221448e-08,0.9999999880035092
228,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,3721.938311,3736.583314,14.645003000000088,2.8283,3.8378,1.0095,4.3378000000000005,4.6366000000000005,0.2987999999999999,eju,eju,1,,0,1,1,2,0.0,0.0,"[4.6366000000000005, 4.748200000000001, 4.865600000000001, 4.9609000000000005, 5.069100000000001, 5.1771, 5.297000000000001, 5.4131, 5.5231, 5.6436, 6.065300000000001, 6.198]","[4.6417, 4.782900000000001, 4.892, 4.9942, 5.1027000000000005, 5.2125, 5.3285, 5.4434000000000005, 5.5486, 5.6646, 6.0799, 6.2113000000000005]","[5.6398, 5.7645, 5.914000000000001]","[5.665500000000001, 5.7971, 5.9221]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,1.0,1.0,0.5,0.5000000000000004,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,14,36003,14,1.8.2,014_stage_training_v6_20250716-115311,2025-07-16,11:53:23.706773,13:23:31.252958,2,1,2,3,[0.44911085 0.97750221 2.09092752 0.78618238 0.28583126 1.35380808],[9.99999988e-01 1.19611491e-08 2.68675684e-08 9.99999973e-01],1,Engaged,"[1, 0]",-834.0578263164407,1.0224635258053388e-08,0.9999999897753753
